Height,Weight,Overall,pozicija
5'8,132,67,V
6'1,170,67,V
5'11,161,67,B
5'11,174,67,B
5'10,141,67,N
6'0,168,67,N
6'5,172,67,B
6'2,170,67,N
6'4,185,67,B
6'0,179,67,B
5'10,163,67,B
5'10,165,67,B
5'11,176,67,V
6'3,198,67,B
5'11,168,67,B
6'1,190,67,B
6'2,185,67,N
6'2,183,67,V
6'2,172,67,N
5'10,181,67,N
6'1,174,67,N
6'0,187,67,V
5'9,174,67,V
6'1,172,67,N
5'8,154,67,N
5'9,159,67,B
5'10,150,67,V
5'9,161,67,B
6'1,148,67,B
5'11,154,67,N
5'10,154,67,B
5'10,165,67,N
6'1,192,67,B
6'2,196,67,B
6'2,176,67,N
6'0,163,67,N
6'0,181,67,N
5'9,154,67,V
6'7,212,67,B
6'5,196,67,B
6'2,176,67,B
5'8,150,67,V
6'1,190,67,N
6'1,176,67,B
6'0,183,67,V
5'7,143,67,N
6'2,174,67,N
5'10,190,67,V
5'10,163,67,V
6'1,187,67,V
5'10,148,67,N
5'10,154,67,B
5'7,172,67,V
5'7,137,67,N
6'4,190,67,B
5'9,170,67,V
6'5,179,67,B
5'10,154,67,V
5'8,152,67,V
5'9,150,67,V
5'9,159,67,V
5'11,163,67,B
5'7,148,67,V
6'4,172,67,B
6'0,172,67,N
5'11,165,67,V
6'0,172,67,B
5'9,150,67,V
5'10,157,67,V
5'6,143,67,N
5'10,174,67,V
6'4,179,67,B
6'0,172,67,B
5'11,181,67,V
5'9,159,67,B
5'11,183,67,N
5'10,163,67,V
5'9,157,67,V
5'9,163,67,V
6'0,165,67,V
6'2,183,67,B
5'11,159,67,B
6'0,150,67,N
5'9,148,67,V
6'2,176,67,B
5'6,152,67,V
6'1,174,67,V
5'10,154,67,V
6'2,183,67,B
6'3,174,67,B
5'11,161,67,N
5'10,163,67,V
6'2,176,67,B
5'9,157,67,V
5'8,154,67,V
5'10,139,67,N
6'1,179,67,V
6'1,174,67,N
6'0,170,67,V
6'0,170,67,N
5'10,157,67,N
6'0,163,67,B
6'0,159,67,N
5'11,165,67,N
6'1,168,67,B
6'2,185,67,B
6'1,172,67,V
5'7,157,67,N
5'10,148,67,V
6'0,174,67,B
5'9,170,67,V
5'9,161,67,V
5'6,143,67,V
5'11,152,67,V
6'1,183,67,N
6'2,172,67,B
5'10,157,67,V
6'0,172,67,B
5'7,159,67,V
5'11,165,67,B
6'1,174,67,V
5'9,154,67,V
5'8,161,67,V
6'1,192,67,N
6'0,161,67,B
5'9,150,67,V
5'9,143,67,B
6'0,170,67,V
6'0,170,67,V
5'7,154,67,V
5'10,165,67,V
5'10,165,67,V
5'9,154,67,V
6'0,165,67,B
5'11,159,67,V
5'9,154,67,V
6'0,159,67,B
5'10,159,67,V
5'11,168,67,B
6'0,165,67,V
6'1,163,67,N
5'11,161,67,N
5'10,170,67,B
5'6,159,67,N
6'4,196,67,B
5'8,159,67,V
5'10,168,67,V
6'3,185,67,V
6'3,181,67,N
6'2,161,67,V
6'2,179,67,B
6'0,196,67,B
5'9,148,67,N
5'9,141,67,V
5'9,172,67,N
5'10,159,67,V
6'0,168,67,V
5'10,174,67,B
6'2,179,67,N
5'7,148,67,V
5'9,154,67,B
6'2,181,67,V
5'11,190,67,B
5'9,159,67,V
6'2,194,67,B
5'9,150,67,V
5'9,159,67,V
5'7,146,67,V
6'1,172,67,V
5'11,148,67,V
6'4,176,67,N
5'11,157,67,B
5'9,154,67,B
6'2,179,67,B
5'11,165,67,V
6'3,165,67,B
6'2,181,67,N
6'1,172,67,B
5'5,148,67,V
5'10,154,67,V
6'0,165,67,N
5'10,150,67,V
6'6,207,67,N
5'8,154,67,V
6'0,170,67,V
6'0,157,67,B
6'0,179,67,V
5'11,165,67,V
5'5,157,67,N
6'0,170,67,V
6'0,176,67,N
5'10,152,67,V
6'0,159,67,N
5'10,152,67,V
6'1,165,67,V
5'7,159,67,N
6'0,181,67,V
6'2,170,67,B
6'1,174,67,N
5'10,154,67,V
5'7,148,67,V
5'9,170,67,N
6'1,179,67,B
6'2,165,67,V
5'7,154,67,V
6'0,168,67,V
6'0,176,67,V
5'8,159,67,V
6'0,154,67,V
6'4,194,67,B
6'0,152,67,V
6'2,194,67,V
6'0,176,67,B
5'10,165,67,B
6'0,172,67,N
6'1,176,67,B
5'11,159,67,V
6'2,192,67,N
6'2,190,67,B
5'10,154,67,V
5'11,157,67,B
5'8,148,67,V
5'10,154,67,B
5'9,152,67,V
6'0,176,67,V
6'0,163,67,B
6'0,165,67,B
6'1,170,67,B
6'3,174,67,B
5'9,172,67,B
5'10,168,67,N
6'2,176,67,V
5'10,165,67,N
6'4,196,67,B
5'10,139,67,V
6'0,190,67,B
6'0,168,67,B
5'6,143,67,V
5'11,170,67,B
5'11,168,67,V
6'2,170,67,B
6'1,165,67,V
6'3,154,67,B
5'8,141,67,B
6'0,170,67,V
6'1,185,67,B
5'8,134,67,V
6'3,163,67,B
6'0,174,67,B
5'9,146,67,V
6'1,176,67,N
6'0,174,67,B
5'10,165,67,V
5'8,146,67,V
5'9,179,67,V
5'9,146,67,V
5'10,163,67,V
5'10,154,67,V
6'0,161,67,B
5'9,161,67,B
5'7,152,67,V
6'0,185,67,N
5'10,172,67,V
5'10,154,67,B
5'11,148,67,B
5'10,163,67,V
6'0,165,67,V
5'9,163,67,B
6'2,190,67,N
5'10,168,67,N
6'0,170,67,B
5'9,150,67,N
5'10,170,67,N
5'10,159,67,B
5'11,165,67,V
5'10,143,67,V
6'1,157,67,N
6'1,154,67,V
5'11,172,67,V
5'9,148,67,N
5'7,132,67,V
6'0,161,67,V
6'0,179,67,B
5'10,157,67,V
5'11,168,67,V
6'0,165,67,V
6'2,170,67,B
6'1,157,67,V
6'0,185,67,V
5'9,150,67,V
6'2,174,67,N
5'10,148,67,V
5'6,139,67,V
5'6,132,67,V
6'1,181,67,N
6'2,183,67,B
5'11,165,67,V
5'10,154,67,N
6'2,179,67,N
5'9,159,67,B
5'9,146,67,B
6'2,181,67,N
6'0,172,67,B
5'9,154,67,V
5'11,163,67,V
6'0,165,67,B
5'10,157,67,N
5'10,165,67,V
6'0,163,67,B
5'9,161,67,V
5'9,170,67,V
5'11,150,67,V
5'7,150,67,B
6'0,176,67,N
6'1,165,67,V
6'5,196,67,B
5'9,165,67,N
5'9,143,67,V
5'10,161,67,B
6'3,172,67,B
6'2,172,67,B
6'1,163,67,B
6'2,176,67,B
5'8,165,67,B
6'0,165,67,V
5'10,163,67,V
5'11,172,67,V
5'6,143,67,N
5'10,148,67,V
5'9,163,67,N
6'4,190,67,N
6'0,185,67,B
5'11,161,67,B
6'2,172,67,B
5'10,150,67,V
5'9,159,67,B
5'7,154,67,V
6'2,172,67,B
5'10,150,67,V
5'7,152,67,V
6'4,190,67,N
6'0,165,67,B
6'0,165,67,B
6'0,168,67,B
5'3,134,67,V
5'10,163,67,V
5'10,163,67,N
5'11,161,67,B
6'2,190,67,N
6'0,176,67,V
5'11,168,67,B
5'6,134,67,V
6'1,159,67,V
5'11,150,67,B
5'9,152,67,V
5'10,154,67,N
5'11,165,67,V
6'1,174,67,N
6'4,168,67,N
6'0,159,67,B
5'9,150,67,N
6'0,165,67,N
6'1,190,67,N
6'3,174,67,N
5'9,161,67,V
5'8,154,67,N
5'7,154,67,V
5'6,148,67,B
6'3,176,67,B
6'2,192,67,N
5'8,159,67,V
5'9,163,67,B
5'6,130,67,V
6'0,181,67,B
6'2,181,67,B
5'8,168,67,V
5'11,168,67,B
5'7,154,67,V
6'1,176,67,B
5'11,161,67,V
6'0,176,67,V
6'0,181,67,B
5'8,170,67,B
6'1,176,67,B
5'9,146,67,B
5'9,146,67,B
6'0,159,67,V
5'9,157,67,V
6'0,165,67,N
6'0,170,67,B
6'0,161,67,B
5'11,157,67,V
5'10,170,67,B
5'9,154,67,V
5'10,179,67,N
6'0,161,67,N
5'7,150,67,V
6'2,172,67,B
5'7,150,67,V
6'0,161,67,V
5'9,137,67,V
5'11,183,67,V
5'11,172,67,V
5'9,148,67,V
6'0,165,67,B
5'9,170,67,V
5'9,157,67,V
5'11,168,67,V
5'10,150,67,V
6'1,170,67,B
6'0,161,67,V
5'11,163,67,V
6'1,176,67,V
5'9,141,67,V
6'0,165,67,N
6'0,168,67,N
5'8,141,67,V
5'9,150,67,V
5'6,168,67,V
5'9,150,67,V
6'1,170,67,V
5'9,150,67,B
6'2,172,67,B
6'4,168,67,B
6'0,161,67,N
5'9,154,67,N
6'2,174,67,V
5'9,152,67,V
6'2,165,67,B
6'1,187,67,V
5'11,161,67,N
5'10,163,67,V
5'9,132,67,B
6'0,174,67,N
5'10,141,67,N
5'11,196,67,V
5'10,154,67,B
6'0,161,67,V
5'11,168,67,V
5'7,154,67,V
5'10,161,67,V
5'7,154,67,N
5'6,139,67,V
6'2,168,67,N
6'0,176,67,B
6'3,174,67,N
5'11,194,67,B
5'8,146,67,V
6'4,172,67,B
5'8,150,67,V
6'0,159,67,B
5'10,157,67,N
5'9,161,67,B
6'3,183,67,B
5'5,137,67,V
5'11,157,67,B
6'3,176,67,B
6'0,179,67,B
5'9,159,67,V
5'10,157,67,B
5'10,163,67,V
6'0,161,67,N
5'7,154,67,V
6'2,179,67,B
6'0,165,67,N
6'0,172,67,B
5'9,157,67,V
5'10,168,67,V
5'6,146,67,V
5'10,150,67,N
6'0,165,67,N
5'9,148,67,V
5'7,150,67,V
6'2,183,67,N
5'9,152,67,V
6'2,190,67,B
6'0,170,67,N
5'7,157,67,V
6'0,174,67,B
5'8,148,67,V
5'7,148,67,V
5'9,150,67,B
5'11,176,67,V
5'10,163,67,V
5'8,152,67,V
6'2,157,67,N
5'10,154,67,B
5'11,172,67,B
5'9,161,67,V
5'11,154,67,B
5'8,159,67,V
5'10,168,67,V
6'0,161,67,V
6'0,181,67,B
6'2,183,67,B
5'8,148,67,B
6'5,183,67,N
5'11,165,67,V
6'0,174,67,B
6'6,214,67,B
5'6,165,67,V
5'10,154,67,V
5'11,165,67,B
5'11,183,67,N
5'9,161,67,B
6'0,163,67,B
5'7,154,67,V
5'11,165,67,B
6'1,154,67,B
5'10,163,67,V
5'8,150,67,B
6'0,161,67,V
6'4,181,67,N
5'10,152,67,B
6'3,194,67,B
5'7,139,67,V
6'0,174,67,B
5'8,154,67,V
5'10,137,67,V
6'0,163,67,V
6'0,152,67,N
5'11,176,67,V
6'2,161,67,N
6'0,170,67,B
5'6,132,67,N
5'8,141,67,V
6'2,176,67,B
5'9,154,67,V
6'2,172,67,N
5'10,174,67,B
5'9,128,67,V
5'11,179,67,V
5'7,148,67,V
6'3,176,67,B
5'8,157,67,V
5'9,157,67,B
5'9,148,67,B
5'9,143,67,B
6'1,163,67,N
6'1,176,67,N
6'2,181,67,N
5'11,170,67,B
6'2,201,67,B
5'11,163,67,B
6'2,176,67,B
5'9,161,67,V
5'11,187,67,N
5'9,183,67,N
5'11,170,67,B
6'1,163,67,B
6'1,181,67,V
5'10,150,67,V
5'7,150,67,N
5'10,152,67,V
6'2,190,67,B
5'11,168,67,B
6'0,163,67,V
6'0,176,67,V
6'0,159,67,V
5'10,157,67,V
6'2,187,67,B
5'6,141,67,N
6'1,181,67,N
5'11,179,67,B
6'2,165,67,V
5'10,154,67,V
5'11,183,67,N
5'11,176,67,B
6'2,172,67,N
5'10,154,67,V
5'11,163,67,B
5'10,141,67,V
6'0,170,67,B
5'8,163,67,N
5'6,143,67,V
5'6,134,67,V
5'10,165,67,V
5'9,152,67,V
6'1,176,67,V
6'1,183,67,B
6'2,161,67,V
6'5,196,67,B
6'0,172,67,B
5'10,163,67,V
6'0,154,67,V
5'7,143,67,V
6'0,174,67,B
6'4,198,67,B
5'10,163,67,N
5'9,165,67,B
6'2,205,67,B
5'9,128,67,V
5'9,150,67,V
5'10,159,67,V
5'7,165,67,V
6'1,168,67,B
6'2,176,67,B
6'0,181,67,B
5'11,165,67,N
6'3,163,67,N
6'4,181,67,N
6'2,185,67,B
5'9,154,67,N
5'8,168,67,N
6'0,168,67,B
5'11,163,67,N
5'7,143,67,V
6'3,192,67,B
5'5,134,67,V
5'6,139,67,V
5'2,123,67,N
6'2,179,67,V
6'3,205,67,B
5'8,159,67,V
6'0,176,67,B
5'11,176,67,B
6'1,170,67,V
5'11,168,67,V
5'10,172,67,B
6'0,172,67,N
6'1,176,67,B
6'0,187,67,B
5'10,154,67,B
6'1,187,67,V
5'11,179,67,V
5'10,143,67,V
5'7,143,67,V
6'0,170,67,B
5'9,148,67,B
5'8,159,67,V
5'9,139,67,V
5'10,161,67,V
5'10,165,67,V
5'9,154,67,B
6'3,176,67,V
6'1,163,67,V
5'11,163,67,V
6'0,176,67,B
6'0,154,67,V
5'10,154,67,B
6'4,181,67,B
6'2,159,67,B
5'10,165,67,V
6'1,172,67,N
5'10,143,67,V
6'1,183,67,V
5'11,163,67,V
6'1,170,67,B
6'0,174,67,B
5'10,163,67,V
5'11,165,67,B
6'0,172,67,V
5'10,168,67,V
6'1,183,67,B
5'9,150,67,B
5'9,159,67,V
5'10,161,67,B
5'8,165,67,N
5'11,170,67,V
5'9,165,67,V
5'11,163,67,B
5'7,154,67,N
5'8,139,67,V
5'11,174,67,B
5'8,146,67,V
6'0,176,67,B
5'11,185,67,B
5'8,143,67,V
6'2,179,67,B
6'0,170,67,V
6'3,172,67,B
5'10,168,67,V
6'0,170,67,B
6'1,176,67,B
6'2,174,67,N
5'7,154,67,V
6'3,168,67,N
5'11,159,67,V
5'9,146,67,V
6'4,187,67,B
5'7,132,67,V
6'0,163,67,B
5'9,146,67,B
6'0,176,67,V
6'3,174,67,N
5'11,170,67,B
5'11,179,67,V
5'11,172,67,B
5'8,132,67,B
5'7,157,67,V
6'2,181,67,V
6'3,190,67,B
6'2,176,67,B
6'3,172,67,B
6'5,198,67,B
6'2,172,67,N
5'10,152,67,B
6'0,181,67,B
6'1,143,67,V
5'10,165,67,V
5'9,161,67,V
6'3,194,67,B
5'7,143,67,N
5'10,161,67,B
6'0,161,67,B
6'0,176,67,B
5'7,150,67,V
6'0,161,67,B
5'9,152,67,B
5'8,161,67,V
5'11,161,67,B
6'1,170,67,B
5'10,159,67,V
5'6,137,67,V
6'0,170,67,B
6'0,179,67,N
6'1,176,67,B
5'8,148,67,B
6'2,185,67,V
6'2,176,67,V
5'7,134,67,V
5'9,161,67,V
5'11,183,67,N
6'0,168,67,V
6'3,159,67,V
5'5,143,67,V
5'11,154,67,V
5'10,168,67,B
5'7,146,67,B
5'10,154,67,V
6'1,185,67,V
6'3,190,67,B
6'4,185,67,N
6'3,165,67,N
5'10,154,67,V
5'10,163,67,V
5'7,132,67,V
6'1,192,67,B
5'7,165,67,B
6'3,203,67,B
5'5,134,67,V
5'9,163,67,V
6'1,176,67,V
6'0,165,67,N
5'7,159,67,V
5'8,159,67,V
6'3,176,67,B
5'11,157,67,V
6'2,174,67,B
5'9,163,67,V
5'11,187,67,B
5'9,143,67,V
6'4,192,67,B
5'6,134,67,V
5'9,163,67,V
5'11,157,67,V
5'7,143,67,V
6'2,170,67,B
5'9,143,67,V
5'9,146,67,B
5'9,150,67,B
5'9,157,67,V
5'9,152,67,V
5'10,159,67,V
6'5,205,67,B
5'11,174,67,N
6'1,176,67,B
5'10,163,67,B
5'9,141,67,B
5'7,146,67,B
6'3,183,67,N
5'11,176,67,V
5'10,161,67,N
5'8,148,67,V
5'10,163,67,V
5'9,157,67,V
6'1,185,67,V
6'0,165,67,B
6'0,154,67,B
5'10,157,67,V
5'7,148,67,V
6'0,174,67,B
6'1,165,66,V
6'2,172,66,B
5'6,148,66,V
5'9,170,66,V
6'2,159,66,V
6'0,161,66,B
5'6,139,66,N
6'0,163,66,V
6'0,165,66,V
6'0,165,66,B
5'9,159,66,V
6'1,176,66,B
5'7,137,66,V
6'2,165,66,N
5'8,152,66,N
5'10,143,66,V
5'8,165,66,B
5'10,154,66,V
6'0,187,66,B
6'2,170,66,B
5'8,201,66,N
6'3,165,66,V
5'9,154,66,V
5'9,157,66,N
5'9,154,66,V
5'10,174,66,B
6'2,196,66,B
5'8,150,66,V
6'2,198,66,N
6'2,183,66,B
5'10,159,66,V
6'1,159,66,B
6'0,154,66,N
6'1,174,66,N
5'11,157,66,V
5'11,181,66,B
6'5,185,66,B
6'0,176,66,N
5'7,159,66,V
6'1,161,66,B
5'8,159,66,N
5'11,174,66,V
5'6,134,66,N
6'1,176,66,B
6'1,183,66,B
5'7,143,66,V
6'0,185,66,V
5'11,181,66,V
5'7,137,66,V
5'7,148,66,V
5'7,148,66,V
6'4,179,66,V
6'0,172,66,N
6'4,176,66,B
5'10,159,66,V
5'9,170,66,V
5'5,141,66,V
6'1,179,66,B
6'2,179,66,B
5'9,154,66,V
5'6,123,66,N
6'0,165,66,B
5'11,154,66,B
6'2,183,66,B
6'0,165,66,V
6'1,176,66,N
6'1,176,66,B
5'10,146,66,V
5'7,141,66,B
6'1,183,66,B
5'10,161,66,V
6'1,168,66,B
6'1,174,66,V
6'3,194,66,B
5'10,172,66,V
5'8,141,66,B
6'0,170,66,V
5'10,154,66,V
5'10,161,66,B
6'2,183,66,V
5'8,157,66,V
5'9,172,66,V
5'6,137,66,V
5'11,154,66,N
5'9,148,66,V
6'0,161,66,B
5'11,165,66,B
5'8,154,66,V
5'9,157,66,B
5'11,148,66,V
6'2,170,66,V
5'9,165,66,V
5'10,161,66,V
5'8,152,66,N
5'11,174,66,B
5'9,161,66,V
5'10,159,66,V
5'11,146,66,N
5'10,154,66,N
5'11,165,66,B
5'9,143,66,B
6'3,185,66,B
6'1,183,66,B
5'11,174,66,N
5'9,170,66,N
6'0,165,66,V
6'0,176,66,B
6'3,172,66,B
5'9,159,66,V
6'2,174,66,V
5'11,159,66,N
5'9,141,66,V
5'9,150,66,V
6'3,185,66,B
6'2,174,66,B
5'10,150,66,V
6'0,165,66,B
6'1,172,66,N
5'9,161,66,B
5'9,168,66,B
6'6,192,66,N
6'0,183,66,V
5'11,154,66,V
6'0,154,66,V
5'8,152,66,V
6'1,179,66,V
6'0,161,66,N
5'9,152,66,V
5'8,143,66,B
5'7,157,66,V
5'11,170,66,B
5'6,152,66,V
6'0,172,66,N
5'9,154,66,N
6'0,181,66,B
6'1,165,66,B
5'8,157,66,B
6'1,165,66,B
6'0,161,66,V
6'2,183,66,N
5'10,161,66,V
6'2,183,66,V
5'7,146,66,V
5'6,150,66,V
5'10,161,66,B
5'8,157,66,N
5'7,139,66,V
5'10,159,66,B
5'10,165,66,V
5'11,154,66,V
5'7,154,66,V
6'0,170,66,N
5'9,150,66,N
5'9,152,66,B
5'11,172,66,V
5'9,165,66,V
5'10,150,66,B
5'9,168,66,B
5'11,165,66,N
6'1,172,66,B
6'0,161,66,V
5'10,157,66,V
5'9,170,66,B
5'11,165,66,V
6'1,150,66,V
5'10,170,66,V
6'1,181,66,B
6'0,168,66,B
5'9,157,66,N
5'6,139,66,V
5'10,170,66,B
5'10,165,66,V
6'0,165,66,V
5'11,148,66,V
6'2,192,66,B
6'0,157,66,N
6'2,176,66,B
5'10,165,66,V
6'2,174,66,B
5'7,141,66,B
6'0,176,66,N
5'9,132,66,B
5'10,152,66,N
5'9,154,66,N
5'9,154,66,N
5'5,148,66,V
6'1,165,66,N
5'11,152,66,V
6'2,154,66,B
6'0,165,66,V
5'9,161,66,V
6'3,183,66,N
6'0,165,66,V
6'0,154,66,N
5'7,148,66,V
5'11,165,66,B
6'0,159,66,V
5'9,159,66,V
5'11,159,66,V
6'0,165,66,V
5'7,152,66,B
6'2,181,66,B
6'0,165,66,B
5'10,143,66,V
6'2,170,66,B
5'10,159,66,V
6'0,165,66,B
5'8,150,66,B
5'10,157,66,V
5'7,139,66,B
5'10,159,66,V
5'6,161,66,V
5'10,154,66,V
5'9,146,66,V
5'9,150,66,V
6'0,165,66,V
5'7,139,66,B
5'10,165,66,V
5'10,163,66,V
6'0,168,66,B
5'10,165,66,B
5'6,139,66,V
5'11,154,66,B
6'1,161,66,N
6'1,168,66,V
5'8,143,66,N
5'11,150,66,V
6'1,179,66,B
5'10,159,66,V
6'2,183,66,B
6'2,183,66,N
6'4,205,66,V
6'0,152,66,N
6'0,179,66,V
6'0,179,66,B
5'11,168,66,B
5'9,165,66,V
5'9,154,66,B
6'2,183,66,B
6'0,165,66,N
6'1,183,66,V
5'8,150,66,B
6'1,181,66,B
5'9,154,66,V
5'10,143,66,V
5'7,148,66,B
5'11,176,66,N
5'9,161,66,B
6'0,154,66,B
5'10,159,66,V
6'1,168,66,B
5'7,139,66,B
5'11,154,66,N
5'11,161,66,V
6'3,187,66,B
6'4,176,66,B
5'7,134,66,V
6'0,170,66,N
6'0,168,66,B
5'11,165,66,B
6'0,165,66,N
5'8,159,66,V
6'0,165,66,V
6'3,183,66,B
5'11,163,66,B
6'5,183,66,B
6'3,183,66,N
5'9,165,66,N
5'8,152,66,V
6'0,168,66,N
6'4,179,66,B
6'0,176,66,V
5'11,161,66,B
5'7,161,66,V
6'0,161,66,N
5'10,148,66,V
6'1,154,66,B
5'9,143,66,V
5'10,163,66,N
6'0,168,66,V
6'0,179,66,B
6'2,194,66,V
6'0,181,66,B
5'11,165,66,V
5'9,146,66,N
6'2,163,66,B
5'7,157,66,B
5'8,154,66,V
6'0,170,66,B
5'11,143,66,N
5'9,148,66,V
6'4,190,66,N
6'1,165,66,V
5'10,157,66,V
5'8,157,66,V
6'0,165,66,N
5'10,168,66,V
6'0,174,66,N
6'4,185,66,N
6'0,172,66,B
5'7,148,66,V
5'10,154,66,V
5'8,159,66,B
6'2,176,66,B
6'0,165,66,B
6'0,183,66,B
6'0,161,66,V
6'0,154,66,V
5'11,163,66,V
5'11,165,66,V
5'10,185,66,B
6'3,183,66,B
6'1,161,66,B
6'2,181,66,B
5'7,139,66,N
6'0,159,66,B
5'9,161,66,V
5'9,172,66,V
6'3,174,66,B
6'0,168,66,B
5'10,170,66,B
6'1,172,66,B
5'10,161,66,V
6'2,209,66,B
5'9,134,66,V
5'11,159,66,N
6'2,165,66,B
6'4,168,66,B
6'3,176,66,B
5'11,165,66,B
5'10,163,66,B
5'9,163,66,V
5'7,150,66,B
6'4,209,66,B
6'3,172,66,V
5'8,150,66,V
6'0,170,66,N
5'6,134,66,V
5'10,154,66,V
6'3,179,66,B
5'10,170,66,V
5'10,146,66,N
6'3,181,66,B
6'0,174,66,B
5'10,163,66,V
5'7,150,66,B
5'10,157,66,N
5'11,154,66,V
6'1,174,66,V
6'2,172,66,V
5'9,150,66,B
5'9,170,66,V
5'11,181,66,V
5'4,141,66,V
5'9,154,66,V
6'0,165,66,B
6'0,174,66,N
5'9,159,66,N
6'1,172,66,V
6'4,190,66,B
5'10,159,66,N
6'1,159,66,B
6'1,172,66,B
6'2,168,66,B
6'0,165,66,B
6'0,154,66,B
5'8,146,66,N
5'10,170,66,B
5'11,159,66,B
5'10,152,66,V
6'1,152,66,B
5'11,159,66,B
5'6,137,66,V
5'7,146,66,V
6'2,176,66,B
6'2,176,66,N
6'2,196,66,B
5'11,165,66,V
6'2,176,66,N
5'8,154,66,V
5'9,152,66,B
6'1,174,66,V
6'2,168,66,B
5'11,163,66,N
5'10,148,66,V
5'9,161,66,V
5'10,165,66,V
6'2,187,66,B
5'11,174,66,B
6'2,172,66,B
5'10,163,66,V
6'3,170,66,V
5'10,168,66,B
6'0,170,66,V
5'10,159,66,V
5'9,165,66,B
5'9,154,66,B
6'2,176,66,V
6'2,187,66,N
5'7,159,66,V
5'8,159,66,V
6'0,176,66,N
5'11,163,66,B
5'8,154,66,B
5'9,152,66,V
6'0,170,66,V
6'2,174,66,V
6'2,190,66,B
6'2,192,66,B
5'10,165,66,B
5'9,141,66,N
5'8,157,66,V
5'11,174,66,B
6'1,172,66,V
5'9,165,66,N
5'8,150,66,V
5'7,165,66,V
5'6,152,66,V
5'10,154,66,B
5'9,157,66,V
6'0,187,66,B
6'0,172,66,B
6'0,168,66,V
6'3,192,66,B
5'8,154,66,V
5'11,163,66,V
5'6,154,66,V
5'7,132,66,V
5'7,141,66,N
6'0,185,66,B
5'10,176,66,V
6'0,176,66,N
5'8,157,66,V
5'7,150,66,B
5'6,139,66,N
6'4,205,66,B
5'9,154,66,V
5'11,174,66,B
5'9,154,66,N
6'4,190,66,B
6'1,172,66,B
6'1,170,66,B
6'0,146,66,B
5'6,141,66,V
6'2,179,66,V
6'2,181,66,B
5'8,148,66,N
5'8,150,66,B
5'7,146,66,V
6'0,172,66,N
5'8,152,66,B
5'11,154,66,B
5'11,181,66,B
6'2,183,66,N
6'0,170,66,V
5'7,141,66,N
6'1,187,66,B
5'8,146,66,V
5'7,159,66,N
6'2,161,66,B
6'1,159,66,V
5'10,159,66,V
6'0,165,66,B
5'8,159,66,B
6'0,172,66,B
6'0,183,66,B
6'0,165,66,V
6'3,198,66,N
5'10,152,66,V
5'11,174,66,V
5'9,154,66,B
6'0,168,66,B
6'0,174,66,V
5'10,165,66,V
5'6,154,66,V
5'11,159,66,B
5'10,159,66,V
5'9,163,66,N
5'11,159,66,N
5'9,152,66,V
6'3,187,66,V
5'6,143,66,V
6'1,174,66,N
6'0,168,66,V
5'11,150,66,N
5'10,161,66,V
5'11,159,66,B
5'10,161,66,V
5'7,154,66,V
6'1,183,66,B
6'2,181,66,B
6'5,176,66,B
5'11,176,66,V
6'3,176,66,N
5'10,174,66,B
5'11,161,66,V
6'3,185,66,V
5'11,174,66,B
6'2,183,66,N
6'1,172,66,V
6'0,157,66,B
6'0,174,66,B
5'10,159,66,B
6'3,179,66,B
5'8,148,66,N
6'2,172,66,B
6'2,201,66,B
5'11,181,66,V
6'0,161,66,N
5'11,170,66,V
6'1,168,66,B
5'5,121,66,V
5'11,165,66,V
6'0,179,66,B
5'10,187,66,N
6'3,192,66,N
5'10,157,66,V
5'11,165,66,V
5'7,137,66,B
5'8,137,66,B
6'0,154,66,B
6'1,187,66,N
6'2,183,66,B
5'10,154,66,B
5'10,243,66,N
5'7,146,66,V
6'0,170,66,N
6'4,203,66,N
6'4,216,66,N
5'9,157,66,N
6'4,165,66,V
5'10,170,66,V
5'8,150,66,B
6'5,201,66,V
5'9,154,66,V
6'2,190,66,B
5'9,152,66,V
5'11,161,66,V
6'2,176,66,B
6'2,165,66,B
5'10,148,66,V
5'9,148,66,V
5'7,146,66,B
5'10,163,66,V
5'5,134,66,V
5'9,146,66,V
5'10,152,66,B
5'9,150,66,B
6'0,170,66,V
6'1,170,66,B
5'10,176,66,B
5'10,157,66,V
6'1,181,66,N
6'0,174,66,B
5'9,150,66,B
6'2,187,66,B
6'0,172,66,B
5'10,141,66,N
5'9,172,66,B
6'0,170,66,V
5'9,139,66,V
5'11,161,66,N
5'11,152,66,B
5'10,168,66,N
5'11,154,66,N
6'2,174,66,B
5'7,137,66,V
5'11,161,66,B
6'8,209,66,B
5'7,152,66,V
5'8,154,66,N
5'11,154,66,B
5'11,165,66,V
5'9,159,66,V
5'9,152,66,V
5'8,159,66,V
5'4,146,66,V
6'0,161,66,N
6'0,163,66,N
5'9,154,66,N
5'11,157,66,B
5'10,165,66,V
6'2,194,66,B
5'11,170,66,B
5'10,159,66,V
6'2,179,66,N
5'5,132,66,V
6'3,187,66,B
5'9,172,66,B
5'11,163,66,V
6'0,161,66,N
5'5,128,66,V
5'11,165,66,V
6'0,165,66,V
5'11,161,66,V
6'1,174,66,B
6'3,174,66,N
6'2,176,66,N
6'1,176,66,V
6'4,187,66,B
6'2,159,66,N
5'11,163,66,V
5'7,150,66,N
5'9,148,66,V
5'8,157,66,B
6'3,179,66,N
5'11,168,66,V
5'11,157,66,B
6'2,172,66,B
5'10,161,66,N
5'10,163,66,V
6'0,163,66,B
5'8,143,66,V
5'10,154,66,N
6'3,176,66,B
5'10,161,66,V
