Overall,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,pozicija
75,60,60,60,69,66,66,66,69,69,69,69,70,71,71,71,70,75,70,70,70,75,73,63,63,63,73,77,59,37,76,69,67,69,80,68,69,74,75,78,82,85,68,63,82,37,69,40,73,44,76,49,70,74,72,74,15,6,9,8,11,B
75,59,59,59,62,61,61,61,62,61,61,61,63,63,63,63,63,72,70,70,70,72,73,73,73,73,73,61,28,64,70,53,63,47,32,53,70,74,77,69,69,66,72,78,76,69,68,74,71,58,49,43,64,75,79,84,15,12,13,14,12,B
75,66,66,66,71,70,70,70,71,71,71,71,73,71,71,71,73,74,71,71,71,74,73,69,69,69,73,73,42,60,73,55,75,72,60,68,74,83,82,82,74,81,72,60,85,68,66,72,69,75,69,42,68,69,72,72,8,11,12,6,6,B
75,50,50,50,47,48,48,48,47,49,49,49,50,56,56,56,50,63,68,68,68,63,65,74,74,74,65,38,22,78,59,28,51,29,33,57,62,48,47,46,70,43,61,63,67,78,38,80,72,31,43,35,70,78,78,75,9,8,8,15,16,B
75,54,54,54,50,52,52,52,50,53,53,53,52,58,58,58,52,61,69,69,69,61,64,74,74,74,64,23,48,79,68,40,56,22,24,66,65,57,58,47,66,49,53,76,56,83,21,69,75,25,43,32,65,76,75,72,14,12,12,14,10,B
75,61,61,61,61,61,61,61,61,62,62,62,62,66,66,66,62,68,72,72,72,68,69,74,74,74,69,50,51,72,70,30,68,32,70,73,75,65,61,67,66,61,69,79,65,74,57,77,77,43,51,41,68,74,77,73,10,6,7,15,13,B
75,56,56,56,58,57,57,57,58,57,57,57,61,62,62,62,61,71,70,70,70,71,72,74,74,74,72,70,22,68,64,25,62,31,37,66,68,68,68,66,70,66,70,74,69,77,41,80,76,56,46,41,67,70,80,80,8,12,15,12,5,B
75,53,53,53,54,53,53,53,54,56,56,56,58,62,62,62,58,69,71,71,71,69,71,74,74,74,71,52,34,73,70,48,55,42,42,72,58,71,69,65,71,52,47,63,71,81,32,63,78,35,54,47,75,78,78,77,9,12,12,14,13,B
75,67,67,67,70,70,70,70,70,70,70,70,71,71,71,71,71,73,72,72,72,73,73,72,72,72,73,75,55,67,74,53,74,69,68,69,74,74,69,70,74,72,70,76,73,68,62,64,74,71,71,72,70,72,76,75,14,16,13,6,7,B
75,61,61,61,65,63,63,63,65,63,63,63,67,64,64,64,67,74,70,70,70,74,73,71,71,71,73,76,38,57,69,39,72,71,68,59,68,73,87,67,71,63,70,53,85,76,49,83,72,59,51,44,67,69,75,74,9,15,9,8,14,B
75,61,61,61,57,60,60,60,57,61,61,61,59,66,66,66,59,65,72,72,72,65,66,74,74,74,66,44,46,76,73,43,63,68,76,70,68,45,53,60,71,53,83,55,64,85,60,76,71,41,64,63,74,75,75,75,11,14,6,9,9,B
75,59,59,59,62,61,61,61,62,63,63,63,64,66,66,66,64,71,72,72,72,71,71,73,73,73,71,57,42,74,73,28,69,44,30,68,73,73,71,73,76,63,61,78,79,73,45,75,76,35,57,37,73,72,76,67,7,11,7,16,9,B
75,68,68,68,70,70,70,70,70,70,70,70,72,71,71,71,72,73,72,72,72,73,72,70,70,70,72,71,57,62,74,46,74,62,45,69,75,74,78,69,68,68,72,82,89,73,62,73,69,71,66,48,67,69,71,72,15,8,12,11,9,B
75,56,56,56,54,55,55,55,54,55,55,55,56,61,61,61,56,67,70,70,70,67,69,73,73,73,69,66,25,78,66,27,50,76,79,66,63,61,54,45,73,39,85,52,66,84,69,70,73,38,51,69,75,75,77,74,15,12,8,12,11,B
75,49,49,49,47,48,48,48,47,51,51,51,50,58,58,58,50,62,69,69,69,62,65,73,73,73,65,39,29,76,71,30,47,39,39,62,59,40,47,59,70,56,56,67,59,77,41,72,73,27,47,28,70,75,79,76,8,6,12,9,13,B
75,64,64,64,63,64,64,64,63,65,65,65,65,70,70,70,65,71,74,74,74,71,72,74,74,74,72,62,46,74,73,54,63,68,69,80,72,65,64,66,74,68,79,76,73,70,64,79,75,55,64,47,72,78,72,78,12,16,14,6,12,B
75,51,51,51,47,49,49,49,47,51,51,51,51,57,57,57,51,62,68,68,68,62,66,73,73,73,66,27,19,81,62,30,45,31,19,67,58,66,78,53,67,46,68,72,73,92,53,80,66,21,51,24,74,64,80,73,12,11,5,7,11,B
75,66,66,66,70,69,69,69,70,69,69,69,71,70,70,70,71,74,71,71,71,74,73,68,68,68,73,83,58,62,73,49,65,83,82,68,72,76,76,75,70,73,76,68,86,59,66,71,68,68,72,69,70,71,72,72,11,13,9,12,12,B
74,52,52,52,49,49,49,49,49,51,51,51,50,56,56,56,50,63,68,68,68,63,66,73,73,73,66,45,44,75,66,34,41,36,55,62,55,56,53,55,71,53,54,71,61,82,52,72,72,24,45,61,67,76,76,75,7,16,12,9,11,B
74,57,57,57,57,58,58,58,57,59,59,59,59,61,61,61,59,64,68,68,68,64,66,72,72,72,66,33,43,79,58,29,66,41,32,60,67,67,66,62,70,54,47,73,74,78,32,80,72,49,60,37,65,74,72,67,15,8,15,6,10,B
74,61,61,61,64,63,63,63,64,63,63,63,65,65,65,65,65,72,70,70,70,72,73,72,72,72,73,68,41,64,68,46,68,70,54,62,68,72,78,73,74,71,70,68,76,68,58,72,75,52,60,54,72,72,76,76,8,13,15,14,7,B
74,51,51,51,52,50,50,50,52,52,52,52,56,58,58,58,56,66,68,68,68,66,67,72,72,72,67,58,40,78,67,60,55,57,46,64,56,50,52,56,69,49,20,88,79,82,20,74,72,40,45,75,69,72,74,70,9,8,16,14,6,B
74,65,65,65,70,69,69,69,70,70,70,70,71,71,71,71,71,73,72,72,72,73,73,70,70,70,73,74,58,55,73,52,75,67,55,69,73,71,73,75,70,82,68,75,75,51,61,80,72,69,68,64,63,74,78,76,12,14,10,10,7,B
74,51,51,51,47,50,50,50,47,50,50,50,50,55,55,55,50,63,68,68,68,63,66,73,73,73,66,24,30,75,65,32,48,35,20,54,63,61,60,52,70,55,59,66,73,75,38,80,72,28,34,38,65,74,77,75,7,5,10,8,10,B
74,62,62,62,65,64,64,64,65,64,64,64,67,67,67,67,67,72,71,71,71,72,72,72,72,72,72,74,32,69,66,46,73,71,37,68,72,70,74,65,67,54,72,72,77,75,61,78,75,66,59,34,66,67,75,76,15,7,5,9,8,B
74,55,55,55,58,55,55,55,58,55,55,55,59,58,58,58,59,70,68,68,68,70,70,72,72,72,70,68,32,66,66,38,63,49,60,60,65,76,72,70,65,65,67,91,68,73,55,76,76,35,33,49,67,71,75,74,7,9,7,10,12,B
74,65,65,65,67,67,67,67,67,67,67,67,69,69,69,69,69,73,73,73,73,73,73,75,75,75,73,74,44,75,72,56,73,66,47,66,74,69,68,66,77,75,69,87,69,80,61,77,76,63,64,59,79,75,74,74,11,9,7,9,9,B
74,61,61,61,68,66,66,66,68,67,67,67,70,68,68,68,70,73,70,70,70,73,73,70,70,70,73,75,34,61,69,32,74,72,60,69,70,78,86,72,76,71,61,72,74,68,57,72,68,67,65,52,73,72,74,75,14,13,10,7,9,B
74,65,65,65,68,67,67,67,68,68,68,68,69,69,69,69,69,73,71,71,71,73,73,70,70,70,73,74,51,60,71,54,69,66,54,66,72,75,75,80,78,77,71,72,72,65,63,69,75,64,63,48,74,73,72,74,11,12,11,16,8,B
74,69,69,69,71,71,71,71,71,71,71,71,72,72,72,72,72,73,72,72,72,73,72,71,71,71,72,69,57,68,74,67,71,74,63,70,74,78,75,76,71,75,74,73,91,75,70,81,72,74,70,62,73,65,71,68,9,13,9,10,9,B
74,49,49,49,44,46,46,46,44,48,48,48,48,56,56,56,48,61,68,68,68,61,63,73,73,73,63,30,39,77,60,35,44,34,24,70,56,42,47,46,73,49,44,70,76,86,28,83,68,26,40,48,64,75,73,75,10,12,7,13,15,B
74,54,54,54,54,52,52,52,54,53,53,53,57,59,59,59,57,67,69,69,69,67,68,73,73,73,68,71,38,74,67,32,54,30,38,68,61,53,55,52,65,60,56,60,65,86,40,83,72,42,40,38,68,72,75,74,11,9,7,15,6,B
74,52,52,52,53,52,52,52,53,54,54,54,55,58,58,58,55,65,68,68,68,65,67,73,73,73,67,48,30,73,67,49,59,37,40,52,64,54,61,63,69,61,53,82,60,79,32,66,78,30,55,47,73,73,75,73,7,9,7,13,14,B
74,46,46,46,44,44,44,44,44,46,46,46,47,53,53,53,47,60,66,66,66,60,62,73,73,73,62,43,37,74,60,22,47,47,52,64,58,37,38,45,67,53,30,77,50,79,31,85,75,24,31,51,66,76,75,72,12,13,11,10,11,B
74,59,59,59,55,56,56,56,55,55,55,55,56,57,57,57,56,65,66,66,66,65,68,72,72,72,68,28,37,78,64,46,62,48,41,55,65,74,78,70,71,60,72,77,71,79,48,64,68,38,33,53,72,69,78,77,11,8,8,12,10,B
74,56,56,56,60,58,58,58,60,60,60,60,63,64,64,64,63,71,71,71,71,71,72,72,72,72,72,72,32,62,67,33,55,58,27,69,68,71,68,63,72,62,51,71,76,74,40,79,74,57,59,41,69,73,76,75,13,5,11,5,11,B
74,53,53,53,55,53,53,53,55,53,53,53,56,57,57,57,56,68,67,67,67,68,69,73,73,73,69,58,22,70,59,30,60,65,67,53,61,69,68,66,70,72,57,92,73,76,57,80,76,42,39,45,65,75,73,74,13,13,14,15,13,B
74,70,70,70,73,72,72,72,73,72,72,72,74,72,72,72,74,74,71,71,71,74,73,70,70,70,73,76,62,68,74,51,78,77,69,70,74,85,87,72,65,75,70,72,86,78,68,71,67,69,71,80,72,62,74,71,15,13,8,11,12,B
74,59,59,59,62,60,60,60,62,60,60,60,64,64,64,64,64,73,71,71,71,73,73,74,74,74,73,74,27,64,63,44,68,68,30,64,71,67,76,50,71,50,74,57,79,86,66,80,72,51,54,37,67,75,78,78,12,8,9,9,14,B
74,63,63,63,66,65,65,65,66,66,66,66,68,68,68,68,68,72,71,71,71,72,72,70,70,70,72,67,49,61,67,59,67,66,70,63,70,75,72,72,75,74,62,69,91,67,54,72,75,63,66,37,73,72,74,68,16,12,6,8,10,B
74,57,57,57,52,53,53,53,52,52,52,52,54,55,55,55,54,63,66,66,66,63,66,73,73,73,66,33,44,81,54,36,51,36,39,63,65,66,70,65,66,73,58,90,72,77,32,85,69,47,31,63,72,72,74,73,7,6,8,15,12,B
74,65,65,65,68,66,66,66,68,67,67,67,69,69,69,69,69,73,72,72,72,73,73,70,70,70,73,71,61,66,69,39,62,50,49,70,73,75,77,78,73,86,56,50,82,67,50,76,74,65,69,55,74,68,74,74,7,10,14,6,7,B
74,64,64,64,71,69,69,69,71,70,70,70,72,69,69,69,72,72,69,69,69,72,71,65,65,65,71,69,54,42,67,45,74,69,64,64,72,86,86,88,76,76,68,70,85,59,62,69,65,68,68,59,70,68,72,70,13,11,9,8,8,B
74,59,59,59,58,61,61,61,58,63,63,63,61,69,69,69,61,67,73,73,73,67,68,73,73,73,68,50,39,73,73,47,62,53,50,69,73,46,39,56,73,51,70,65,77,74,63,66,73,53,69,58,66,74,79,76,6,13,15,13,14,B
74,64,64,64,69,66,66,66,69,67,67,67,70,67,67,67,70,73,70,70,70,73,73,71,71,71,73,76,48,67,72,41,75,67,23,67,75,79,78,77,74,75,59,75,68,64,47,73,71,63,55,42,69,70,74,74,12,11,6,11,10,B
74,63,63,63,66,64,64,64,66,64,64,64,67,65,65,65,67,72,69,69,69,72,73,70,70,70,73,73,43,59,63,46,65,65,58,67,70,80,88,85,74,82,77,88,76,61,64,75,73,59,53,40,63,71,72,74,13,12,11,14,8,B
74,55,55,55,62,58,58,58,62,58,58,58,66,61,61,61,66,73,69,69,69,73,73,69,69,69,73,71,34,52,66,32,77,57,58,68,67,88,89,76,72,66,51,85,91,68,37,83,64,35,32,48,68,74,71,73,12,12,16,12,15,B
74,48,48,48,44,45,45,45,44,46,46,46,47,52,52,52,47,61,66,66,66,61,64,73,73,73,64,26,21,79,65,31,44,28,23,56,51,59,57,55,77,51,41,37,62,91,22,78,74,30,26,45,70,76,74,68,15,9,8,10,7,B
74,57,57,57,56,57,57,57,56,60,60,60,58,65,65,65,58,65,71,71,71,65,66,72,72,72,66,50,36,72,70,49,56,63,42,73,67,44,47,54,68,46,57,80,70,84,52,68,70,60,61,45,77,76,74,71,15,13,15,8,11,B
74,70,70,70,71,71,71,71,71,70,70,70,72,72,72,72,72,73,71,71,71,73,73,69,69,69,73,73,57,69,72,53,71,64,60,67,79,74,79,75,73,70,79,74,89,73,80,68,75,69,63,59,68,49,73,74,13,9,13,10,14,B
74,59,59,59,61,60,60,60,61,62,62,62,63,65,65,65,63,68,71,71,71,68,69,73,73,73,69,59,45,69,71,28,62,28,47,71,67,67,66,71,69,66,58,78,69,77,46,90,73,51,61,45,75,71,72,73,10,9,11,13,14,B
74,53,53,53,51,52,52,52,51,52,52,52,53,55,55,55,53,64,67,67,67,64,67,72,72,72,67,30,36,70,63,30,57,33,25,54,62,69,73,66,73,52,53,73,68,77,37,77,73,28,30,40,69,73,75,73,12,5,11,14,13,B
74,70,70,70,72,72,72,72,72,72,72,72,72,70,70,70,72,70,69,69,69,70,69,66,66,66,69,72,66,56,73,60,73,76,77,62,75,77,79,77,74,79,74,65,79,73,67,77,65,73,70,63,71,59,68,64,15,7,7,10,8,B
73,64,64,64,65,65,65,65,65,68,68,68,67,72,72,72,67,71,73,73,73,71,71,72,72,72,71,68,51,74,76,60,63,74,75,76,74,56,60,68,74,67,72,75,81,73,68,62,75,58,72,57,75,75,72,70,13,8,13,15,15,B
73,63,63,63,64,63,63,63,64,64,64,64,65,65,65,65,65,71,69,69,69,71,71,71,71,71,71,70,45,68,71,54,59,66,40,59,73,71,75,76,72,73,69,80,73,70,59,80,67,59,59,49,66,73,71,75,8,10,10,13,13,B
73,43,43,43,39,41,41,41,39,42,42,42,41,49,49,49,41,55,63,63,63,55,58,71,71,71,58,20,14,74,54,28,54,24,27,54,58,33,31,30,66,34,47,72,46,92,32,70,78,20,25,46,75,60,77,73,10,9,5,12,12,B
73,62,62,62,63,63,63,63,63,64,64,64,65,68,68,68,65,71,72,72,72,71,72,73,73,73,72,72,46,73,69,33,64,43,34,69,69,55,62,61,74,60,64,65,72,71,59,74,76,64,66,40,72,74,77,78,8,7,7,10,11,B
73,67,67,67,65,66,66,66,65,67,67,67,67,69,69,69,67,70,71,71,71,70,71,72,72,72,71,60,55,86,70,43,63,40,47,70,69,69,68,69,73,73,64,74,88,80,62,71,72,70,67,52,70,66,71,72,16,11,14,14,15,B
73,69,69,69,69,69,69,69,69,70,70,70,69,72,72,72,69,70,72,72,72,70,70,71,71,71,70,72,60,67,76,65,67,72,73,75,74,65,60,65,74,65,81,69,67,72,74,75,72,70,71,71,69,71,73,70,11,14,6,8,6,B
73,58,58,58,54,55,55,55,54,54,54,54,55,58,58,58,55,64,66,66,66,64,65,72,72,72,65,51,41,77,62,45,55,55,40,61,60,60,55,34,76,35,67,72,53,76,52,74,76,49,39,47,71,69,73,71,9,10,10,8,14,B
73,55,55,55,51,54,54,54,51,56,56,56,54,63,63,63,54,61,69,69,69,61,62,71,71,71,62,45,39,72,67,44,55,68,66,69,63,34,32,48,71,65,74,80,66,82,61,75,72,41,59,60,73,72,72,68,14,6,6,11,13,B
73,61,61,61,64,63,63,63,64,64,64,64,65,66,66,66,65,72,71,71,71,72,72,71,71,71,72,68,40,58,72,61,68,59,50,62,72,75,69,77,70,79,79,63,74,64,65,76,73,49,60,51,68,76,75,74,11,10,7,8,13,B
73,53,53,53,48,50,50,50,48,51,51,51,51,59,59,59,51,62,67,67,67,62,63,71,71,71,63,55,40,77,64,54,45,42,35,54,62,31,28,31,68,35,69,64,76,90,42,92,69,35,57,59,71,55,77,75,16,6,13,7,13,B
73,50,50,50,50,48,48,48,50,48,48,48,52,53,53,53,52,65,65,65,65,65,67,72,72,72,67,54,35,68,58,30,55,31,32,57,53,61,66,49,67,46,41,81,73,83,40,82,75,29,27,34,58,74,71,72,9,12,7,6,12,B
73,51,51,51,50,50,50,50,50,54,54,54,53,60,60,60,53,62,69,69,69,62,64,72,72,72,64,44,34,73,70,50,45,58,64,69,60,65,43,64,60,53,67,83,67,81,40,82,71,26,62,58,70,69,74,72,12,15,12,16,13,B
73,65,65,65,67,65,65,65,67,66,66,66,68,69,69,69,68,72,71,71,71,72,72,69,69,69,72,76,58,61,72,54,62,75,73,68,70,70,71,75,68,79,72,77,90,70,64,74,72,62,65,64,64,62,73,74,13,6,11,15,9,B
73,52,52,52,50,52,52,52,50,52,52,52,53,56,56,56,53,62,65,65,65,62,64,71,71,71,64,38,29,76,60,26,53,38,32,55,58,58,59,57,66,56,56,79,66,77,27,75,71,48,50,32,66,72,73,72,8,14,7,8,7,B
73,70,70,70,71,70,70,70,71,71,71,71,71,72,72,72,71,72,72,72,72,72,71,71,71,71,71,75,61,71,77,69,75,75,73,75,74,71,69,76,68,77,83,70,72,64,72,77,73,67,67,63,73,72,72,70,13,9,7,15,7,B
73,68,68,68,73,72,72,72,73,73,73,73,74,72,72,72,74,73,71,71,71,73,72,69,69,69,72,73,54,63,74,57,80,62,40,73,78,84,82,81,69,75,61,68,75,69,61,76,68,75,70,50,72,66,71,70,11,12,8,9,7,B
73,65,65,65,69,68,68,68,69,69,69,69,71,70,70,70,71,72,70,70,70,72,72,68,68,68,72,73,50,56,70,61,73,69,57,69,72,79,80,75,71,73,67,82,83,65,62,66,69,68,68,49,69,70,70,71,14,6,11,13,10,B
73,64,64,64,59,61,61,61,59,59,59,59,61,62,62,62,61,66,68,68,68,66,66,71,71,71,66,59,50,73,61,63,56,57,58,59,66,54,65,49,73,34,77,63,78,90,62,91,68,62,55,63,81,72,64,67,6,11,6,9,15,B
73,58,58,58,63,61,61,61,63,61,61,61,65,62,62,62,65,72,68,68,68,72,72,68,68,68,72,74,34,52,65,32,67,61,47,54,71,77,81,70,73,67,70,64,85,71,44,67,70,53,51,51,70,73,70,69,8,9,16,10,9,B
73,56,56,56,57,57,57,57,57,58,58,58,60,61,61,61,60,66,68,68,68,66,67,71,71,71,67,53,34,74,65,40,63,44,45,65,67,65,65,69,65,66,57,85,72,76,41,83,70,50,50,56,66,69,71,70,11,15,6,12,11,B
73,59,59,59,65,62,62,62,65,64,64,64,68,65,65,65,68,72,68,68,68,72,71,68,68,68,71,73,30,57,65,50,69,65,34,67,64,85,88,82,71,82,60,83,85,70,49,69,73,65,61,53,73,61,71,69,11,15,6,11,12,B
73,54,54,54,55,55,55,55,55,57,57,57,58,61,61,61,58,65,69,69,69,65,67,72,72,72,67,35,39,73,67,20,64,22,28,68,65,71,72,56,66,51,43,77,72,83,35,73,70,30,54,34,71,72,74,70,10,8,10,11,8,B
73,65,65,65,70,68,68,68,70,68,68,68,70,68,68,68,70,72,70,70,70,72,72,69,69,69,72,77,52,60,73,47,75,73,39,66,73,79,75,72,70,81,67,67,66,67,62,66,72,64,63,49,69,70,74,73,14,11,11,10,10,B
73,62,62,62,61,61,61,61,61,60,60,60,63,63,63,63,63,71,69,69,69,71,72,72,72,72,72,69,45,68,65,45,61,53,38,65,61,72,72,68,74,75,71,77,77,78,56,72,74,60,48,39,74,68,77,77,5,14,10,13,5,B
73,47,47,47,42,43,43,43,42,43,43,43,45,49,49,49,45,60,63,63,63,60,63,71,71,71,63,36,31,72,49,25,36,30,29,51,51,49,59,46,69,46,44,68,67,90,29,75,71,29,36,34,68,74,74,72,13,9,5,6,6,B
73,57,57,57,54,56,56,56,54,56,56,56,56,61,61,61,56,64,69,69,69,64,65,71,71,71,65,41,41,69,67,42,55,47,46,63,64,47,62,54,67,46,68,82,74,83,47,70,72,44,55,49,71,73,72,70,13,15,14,10,11,B
73,52,52,52,52,51,51,51,52,51,51,51,55,55,55,55,55,66,66,66,66,66,68,72,72,72,68,53,32,68,58,35,61,33,30,55,59,68,73,57,63,51,65,74,73,84,38,73,68,25,42,49,63,77,75,74,8,13,15,7,11,B
73,47,47,47,45,44,44,44,45,46,46,46,49,53,53,53,49,63,67,67,67,63,66,72,72,72,66,47,28,75,67,14,36,30,40,65,53,59,68,55,64,54,52,75,66,82,35,77,71,19,34,49,65,72,74,72,14,6,16,9,15,B
73,56,56,56,66,62,62,62,66,65,65,65,68,66,66,66,68,72,69,69,69,72,71,65,65,65,71,72,44,47,73,55,74,67,61,66,73,81,69,83,66,84,52,74,78,46,41,58,77,49,60,50,66,75,65,73,12,10,12,8,9,B
73,53,53,53,53,53,53,53,53,54,54,54,55,59,59,59,55,65,69,69,69,65,67,72,72,72,67,46,30,70,68,26,57,32,24,66,61,55,62,64,64,55,52,71,67,79,35,66,75,46,45,21,58,77,75,72,14,15,14,16,10,B
73,63,63,63,68,66,66,66,68,66,66,66,69,66,66,66,69,72,68,68,68,72,72,67,67,67,72,65,52,55,71,35,70,59,35,64,67,91,92,85,70,87,68,86,78,58,60,68,74,60,56,45,65,68,67,70,13,11,13,7,7,B
73,54,54,54,51,52,52,52,51,51,51,51,52,55,55,55,52,62,66,66,66,62,64,72,72,72,64,40,40,71,59,45,50,40,31,63,61,65,55,59,68,60,60,78,53,76,36,77,72,41,38,39,70,76,75,73,7,6,10,15,10,B
73,53,53,53,51,51,51,51,51,53,53,53,53,59,59,59,53,63,68,68,68,63,65,72,72,72,65,51,41,71,67,54,45,41,42,66,51,55,56,54,71,57,53,78,61,82,52,76,72,35,54,43,65,69,77,72,7,13,7,8,15,B
73,65,65,65,69,67,67,67,69,67,67,67,69,66,66,66,69,72,68,68,68,72,71,67,67,67,71,62,56,57,64,51,72,51,40,59,71,93,90,75,78,72,67,52,87,65,64,72,62,56,60,62,66,71,70,69,12,7,15,6,14,B
72,57,57,57,61,59,59,59,61,60,60,60,64,63,63,63,64,70,68,68,68,70,70,67,67,67,70,71,44,55,67,54,63,61,39,63,71,71,69,73,74,89,68,67,70,58,26,68,78,44,56,48,62,60,71,75,9,6,15,8,11,B
72,57,57,57,64,60,60,60,64,61,61,61,66,63,63,63,66,71,67,67,67,71,71,67,67,67,71,69,36,54,63,28,67,58,37,68,65,92,85,83,69,86,50,75,82,71,49,64,69,55,49,45,69,67,70,70,15,8,9,15,9,B
72,55,55,55,53,56,56,56,53,59,59,59,55,65,65,65,55,60,70,70,70,60,61,70,70,70,61,36,44,60,69,54,57,57,56,70,69,33,33,55,71,57,66,76,57,76,53,75,76,42,67,64,77,76,71,64,15,8,15,9,11,B
72,60,60,60,65,64,64,64,65,65,65,65,67,67,67,67,67,71,70,70,70,71,70,69,69,69,70,71,35,63,71,35,73,69,34,67,72,73,69,65,69,67,59,59,74,71,58,71,71,63,61,33,65,70,72,70,6,13,11,13,8,B
72,48,48,48,46,47,47,47,46,49,49,49,48,54,54,54,48,60,65,65,65,60,63,70,70,70,63,25,23,74,59,24,34,21,23,59,47,71,71,67,68,65,44,68,68,84,37,78,73,37,56,30,64,64,73,71,13,7,11,14,11,B
72,58,58,58,51,53,53,53,51,52,52,52,53,56,56,56,53,61,66,66,66,61,63,70,70,70,63,31,51,75,67,23,56,27,21,65,54,64,55,49,63,41,72,65,67,86,25,74,69,44,36,39,63,68,70,73,10,9,7,9,5,B
72,51,51,51,47,48,48,48,47,49,49,49,50,56,56,56,50,60,66,66,66,60,61,70,70,70,61,59,39,74,60,47,45,61,55,64,51,33,34,38,64,33,58,43,59,94,35,76,70,40,54,61,63,75,70,71,9,14,10,14,10,B
72,56,56,56,64,61,61,61,64,63,63,63,66,65,65,65,66,70,68,68,68,70,70,68,68,68,70,71,26,59,71,23,68,66,68,62,69,79,77,78,66,76,46,71,65,64,47,64,74,69,57,55,63,66,73,71,14,6,12,9,7,B
72,64,64,64,66,65,65,65,66,67,67,67,66,69,69,69,66,70,72,72,72,70,70,72,72,72,70,71,52,66,74,58,69,61,55,72,72,64,55,64,70,67,69,63,65,72,71,75,77,59,66,42,76,73,73,74,9,10,8,13,7,B
72,47,47,47,40,42,42,42,40,43,43,43,44,51,51,51,44,56,64,64,64,56,59,70,70,70,59,27,36,71,58,25,39,45,30,61,47,38,45,37,63,36,51,74,71,92,24,84,70,29,32,20,66,67,71,68,8,13,16,13,8,B
72,62,62,62,65,62,62,62,65,61,61,61,65,62,62,62,65,70,66,66,66,70,70,68,68,68,70,76,60,62,54,54,68,38,47,59,69,71,72,75,74,70,62,70,71,64,53,73,75,54,51,53,71,62,74,74,11,12,10,12,10,B
72,58,58,58,54,55,55,55,54,54,54,54,55,57,57,57,55,64,66,66,66,64,66,71,71,71,66,40,47,72,60,40,55,40,42,53,55,68,71,64,71,53,65,72,75,79,47,77,74,43,44,60,60,74,71,63,15,10,9,14,14,B
72,49,49,49,44,46,46,46,44,47,47,47,47,55,55,55,47,59,66,66,66,59,61,71,71,71,61,36,38,78,58,33,42,36,34,63,61,36,34,54,62,59,48,78,74,84,44,74,73,30,40,36,68,74,69,67,7,13,11,7,15,B
72,70,70,70,73,73,73,73,73,74,74,74,74,74,74,74,74,71,71,71,71,71,71,68,68,68,71,68,68,68,71,53,74,73,78,74,78,75,80,76,72,72,69,73,85,59,76,77,75,72,77,85,75,62,67,61,9,12,10,9,13,B
72,54,54,54,61,59,59,59,61,61,61,61,65,64,64,64,65,71,69,69,69,71,71,69,69,69,71,65,21,60,70,30,64,38,22,61,70,78,79,75,68,71,43,82,88,72,29,71,67,61,59,52,67,67,70,72,13,14,15,7,14,B
72,48,48,48,44,46,46,46,44,47,47,47,47,54,54,54,47,58,65,65,65,58,61,70,70,70,61,30,30,68,58,44,48,32,30,62,56,39,47,34,64,34,60,64,50,73,26,74,74,30,48,44,66,78,76,70,8,12,15,12,13,B
72,54,54,54,55,55,55,55,55,56,56,56,58,60,60,60,58,67,67,67,67,67,68,71,71,71,68,55,27,71,61,49,60,58,48,58,67,67,64,66,66,69,59,89,80,73,49,79,71,43,48,38,69,69,74,71,16,9,11,12,11,B
72,50,50,50,47,47,47,47,47,47,47,47,50,52,52,52,50,63,64,64,64,63,66,71,71,71,66,33,30,76,52,18,50,28,31,62,50,70,68,67,71,67,49,78,77,76,30,58,70,33,29,37,64,72,79,76,11,13,9,15,7,B
72,45,45,45,42,42,42,42,42,44,44,44,46,51,51,51,46,60,65,65,65,60,64,71,71,71,64,25,25,77,64,31,33,25,24,61,48,64,66,72,63,69,37,85,78,78,20,70,69,27,28,38,50,73,72,71,12,10,13,13,10,B
72,60,60,60,54,56,56,56,54,55,55,55,56,62,62,62,56,64,68,68,68,64,65,71,71,71,65,69,52,77,68,28,50,63,77,69,58,36,37,31,61,32,84,36,69,86,72,75,70,54,51,59,68,74,74,70,10,7,16,9,15,B
72,52,52,52,48,49,49,49,48,49,49,49,51,54,54,54,51,62,65,65,65,62,63,70,70,70,63,43,38,70,64,38,48,34,30,59,57,59,62,28,62,53,56,73,67,86,29,75,74,31,39,41,64,71,70,63,7,11,11,11,14,B
72,57,57,57,61,58,58,58,61,58,58,58,63,60,60,60,63,70,66,66,66,70,70,67,67,67,70,69,35,57,60,34,61,58,45,53,64,78,82,67,72,63,60,66,86,67,53,70,69,54,48,62,66,68,70,71,12,13,15,11,6,B
72,55,55,55,53,54,54,54,53,56,56,56,56,63,63,63,56,64,69,69,69,64,65,71,71,71,65,56,33,75,67,44,57,54,71,73,66,36,50,49,60,48,69,74,68,70,59,70,70,45,56,67,67,72,76,74,6,12,10,16,11,B
