Name,pozicija,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Overall
I. Gündoğan,V,75,75,75,79,80,80,80,79,82,82,82,80,82,82,82,80,75,77,77,77,75,72,70,70,70,72,74,73,50,88,75,85,81,74,83,86,67,68,78,85,78,77,61,69,72,73,70,77,79,86,76,87,73,68,64,11,14,5,5,13,84
José Callejón,V,79,79,79,82,82,82,82,82,81,81,81,81,73,73,73,81,67,60,60,60,67,63,54,54,54,63,82,78,65,80,84,82,73,65,51,85,88,89,85,82,80,78,73,91,55,80,54,40,88,78,62,79,64,32,32,8,5,14,11,11,84
A. Di María,V,76,76,76,82,81,81,81,82,82,82,82,82,77,77,77,82,68,65,65,65,68,65,57,57,57,65,83,72,51,82,77,86,84,82,79,85,85,84,92,80,77,83,72,73,60,77,73,38,82,82,73,82,35,59,56,10,7,11,12,11,84
Willian,N,74,74,74,82,81,81,81,82,82,82,82,82,79,79,79,82,71,67,67,67,71,66,54,54,54,66,76,77,31,80,59,88,82,83,77,84,91,86,89,82,79,79,41,85,60,81,44,55,80,83,70,79,43,57,51,14,12,13,7,13,84
E. Banega,V,71,71,71,78,77,77,77,78,81,81,81,79,82,82,82,79,75,78,78,78,75,72,69,69,69,72,80,66,49,88,65,84,83,81,87,86,68,64,79,77,83,74,57,74,67,78,73,76,75,88,78,80,75,69,64,13,8,7,7,10,84
A. Witsel,V,77,77,77,77,78,78,78,77,79,79,79,78,81,81,81,78,80,82,82,82,80,80,81,81,81,80,69,71,80,89,77,78,69,68,79,84,67,74,78,84,60,78,76,86,82,74,82,80,75,79,81,89,80,79,85,5,7,7,10,7,84
Jonas,N,82,82,82,80,82,82,82,80,81,81,81,78,76,76,76,78,58,58,58,58,58,54,51,51,51,54,70,88,84,76,85,84,85,77,75,88,65,64,77,85,69,84,69,66,63,85,61,34,87,83,84,87,31,36,25,12,11,7,8,5,84
Falcao,N,81,81,81,76,79,79,79,76,77,77,77,74,72,72,72,74,57,59,59,59,57,55,57,57,57,55,55,86,89,79,84,75,83,73,58,82,69,66,76,85,75,79,91,68,75,80,75,41,88,70,81,87,39,42,19,10,13,6,9,5,84
Raúl Albiol,B,55,55,55,54,56,56,56,54,59,59,59,57,66,66,66,57,70,78,78,78,70,72,82,82,82,72,38,27,77,74,31,59,53,45,72,71,54,53,53,82,56,65,77,55,82,53,81,86,30,57,37,75,89,87,85,8,6,5,9,8,84
A. Barzagli,B,52,52,52,54,55,55,55,54,57,57,57,57,63,63,63,57,71,75,75,75,71,74,82,82,82,74,40,21,72,65,35,64,50,31,65,65,61,77,52,80,64,54,81,53,83,39,66,90,28,62,60,88,94,90,82,4,2,4,2,4,84
Quaresma,V,73,73,73,82,80,80,80,82,81,81,81,82,74,74,74,82,58,54,54,54,58,51,41,41,41,51,92,67,41,79,80,89,94,73,75,88,84,82,91,78,84,79,63,65,55,80,74,24,78,84,74,80,29,17,13,12,14,10,5,15,84
A. Robben,V,80,80,80,84,84,84,84,84,83,83,83,82,76,76,76,82,60,57,57,57,60,55,46,46,46,55,80,85,51,82,86,89,90,81,71,88,83,76,87,85,90,86,60,64,67,86,47,37,84,80,78,85,30,26,26,10,8,11,5,15,84
O. Dembélé,N,76,76,76,83,82,82,82,83,82,82,82,82,74,74,74,82,63,58,58,58,63,59,46,46,46,59,78,78,43,78,76,90,78,64,70,83,93,92,90,82,85,83,59,73,46,70,54,36,79,84,75,75,42,30,33,6,6,14,10,13,83
Ronaldo Cabrais,N,78,78,78,82,82,82,82,82,82,82,82,83,78,78,78,83,65,61,61,61,65,60,50,50,50,60,83,74,64,83,76,85,86,78,82,83,88,87,85,84,76,82,64,86,70,78,62,40,82,83,77,81,24,35,33,12,12,13,15,13,83
Josué Chiamulera,B,59,59,59,59,59,59,59,59,59,59,59,61,64,64,64,61,74,76,76,76,74,77,81,81,81,77,40,38,83,74,44,56,45,49,61,70,83,78,77,85,68,53,69,76,73,41,88,84,38,42,56,71,85,87,82,16,15,13,15,10,83
Louri Beretta,N,81,81,81,74,77,77,77,74,73,73,73,71,64,64,64,71,53,51,51,51,53,51,51,51,51,51,56,85,83,73,82,75,59,67,47,74,79,83,55,84,55,85,84,56,87,82,65,32,83,58,77,79,26,27,24,8,11,20,19,20,83
P. Kimpembe,B,59,59,59,62,60,60,60,62,64,64,64,66,69,69,69,66,77,79,79,79,77,78,81,81,81,78,62,31,79,79,33,58,50,32,75,78,75,78,74,79,65,55,77,80,84,39,85,83,39,60,50,80,80,83,83,7,8,14,15,9,83
N. Keïta,V,73,73,73,79,79,79,79,79,82,82,82,79,81,81,81,79,73,76,76,76,73,70,66,66,66,70,62,74,42,88,71,88,64,70,78,88,78,60,89,82,90,76,53,82,58,73,78,75,74,81,58,79,68,62,61,7,14,15,14,9,83
K. Coman,V,76,76,76,82,80,80,80,82,80,80,80,81,71,71,71,81,58,51,51,51,58,53,40,40,40,53,81,76,52,77,77,88,84,70,63,83,95,93,87,81,84,77,75,76,61,73,36,23,79,75,70,75,29,17,15,5,3,5,3,5,83
J. Tah,B,52,52,52,52,53,53,53,52,57,57,57,57,64,64,64,57,70,76,76,76,70,73,81,81,81,73,35,20,80,74,24,55,30,27,69,64,64,77,48,82,44,44,72,63,93,25,76,80,27,61,38,75,80,88,84,11,8,7,9,14,83
Anderson Talisca,V,80,80,80,81,81,81,81,81,81,81,81,80,79,79,79,80,69,69,69,69,69,67,64,64,64,67,78,80,77,81,76,82,86,87,79,84,77,76,76,79,65,84,58,76,72,88,67,58,86,81,71,74,55,62,42,13,11,13,12,10,83
T. Werner,N,81,81,81,81,81,81,81,81,78,78,78,80,69,69,69,80,61,55,55,55,61,57,49,49,49,57,69,87,76,77,82,83,62,56,55,84,93,93,81,86,76,74,78,83,59,67,63,37,85,61,72,74,39,20,19,9,9,8,15,9,83
A. Rabiot,V,77,77,77,77,78,78,78,77,79,79,79,78,81,81,81,78,78,80,80,80,78,77,77,77,77,77,70,69,77,85,72,79,73,59,83,83,73,74,79,83,72,80,73,82,80,79,76,80,76,80,69,82,70,81,75,9,12,9,7,15,83
H. Ziyech,V,73,73,73,80,79,79,79,80,81,81,81,81,82,82,82,81,71,72,72,72,71,67,60,60,60,67,84,68,53,86,77,83,90,78,89,83,76,74,85,82,78,80,38,86,59,75,71,62,75,88,73,83,52,66,36,11,7,11,8,14,83
Lucas Vázquez,N,75,75,75,81,80,80,80,81,81,81,81,82,78,78,78,82,69,65,65,65,69,65,55,55,55,65,86,73,52,83,54,82,82,75,75,83,84,79,79,85,84,82,68,90,57,80,65,44,81,83,56,75,42,50,44,9,16,9,9,7,83
Y. Carrasco,V,78,78,78,82,81,81,81,82,80,80,80,81,73,73,73,81,62,58,58,58,62,58,50,50,50,58,78,79,53,77,68,88,81,78,71,87,89,87,88,83,71,84,68,74,59,75,61,18,81,71,74,75,58,39,26,9,11,9,10,10,83
Gerard Moreno,N,80,80,80,76,78,78,78,76,75,75,75,74,69,69,69,74,61,59,59,59,61,60,56,56,56,60,61,83,80,78,79,78,71,56,56,81,77,80,70,82,69,81,72,72,74,77,55,40,83,58,73,72,43,41,41,15,12,7,12,10,83
Felipe,B,56,56,56,55,55,55,55,55,57,57,57,58,64,64,64,58,71,76,76,76,71,73,81,81,81,73,45,39,81,74,44,57,32,30,67,62,60,67,52,77,57,46,90,78,86,41,92,81,34,50,47,75,85,85,79,9,11,14,9,7,83
M. Kovačić,V,71,71,71,79,78,78,78,79,81,81,81,80,82,82,82,80,76,78,78,78,76,74,69,69,69,74,73,62,42,87,76,88,78,68,82,89,84,74,81,70,85,79,63,82,65,75,77,78,69,88,59,72,69,75,63,9,5,6,7,7,83
Manu Trigueros,V,75,75,75,77,78,78,78,77,80,80,80,78,81,81,81,78,73,76,76,76,73,72,71,71,71,72,72,71,74,86,63,80,80,69,83,83,68,65,76,82,72,81,77,77,63,80,71,69,77,84,65,73,70,73,60,9,14,12,7,8,83
S. Gnabry,N,78,78,78,82,81,81,81,82,80,80,80,80,74,74,74,80,65,62,62,62,65,62,54,54,54,62,74,81,46,79,83,87,64,62,68,83,92,90,87,80,88,85,64,68,68,81,63,38,80,74,68,74,45,48,45,14,10,10,9,7,83
S. Savić,B,53,53,53,51,52,52,52,51,54,54,54,54,61,61,61,54,68,75,75,75,68,72,81,81,81,72,35,34,85,72,27,47,34,28,69,68,55,61,61,82,49,43,87,58,77,31,83,84,29,41,37,75,86,83,84,14,13,14,13,12,83
J. Stones,B,59,59,59,64,63,63,63,64,66,66,66,68,72,72,72,68,77,80,80,80,77,78,81,81,81,78,62,29,83,81,27,69,47,29,74,80,67,71,61,82,59,46,75,79,77,38,79,81,48,67,44,80,85,85,82,7,15,11,10,8,83
J. Draxler,V,79,79,79,83,82,82,82,83,83,83,83,82,80,80,80,82,70,69,69,69,70,67,61,61,61,67,83,78,65,84,84,88,78,76,79,89,78,77,80,83,75,86,75,69,66,82,48,66,79,84,63,83,39,64,44,11,13,5,13,8,83
Felipe Anderson,V,74,74,74,82,80,80,80,82,81,81,81,81,77,77,77,81,72,69,69,69,72,69,59,59,59,69,79,71,44,80,68,90,71,69,74,88,93,89,89,74,88,83,38,72,53,84,67,69,73,79,53,82,47,60,54,12,10,9,5,7,83
Lucas Moura,V,76,76,76,81,80,80,80,81,80,80,80,80,74,74,74,80,66,62,62,62,66,63,54,54,54,63,75,78,50,77,70,88,69,74,74,81,94,90,94,76,90,79,77,75,59,76,72,50,80,74,74,80,31,43,51,9,10,14,7,14,83
Danilo Pereira,V,72,72,72,69,72,72,72,69,73,73,73,71,77,77,77,71,75,81,81,81,75,75,81,81,81,75,50,61,78,82,55,76,48,53,79,78,63,68,58,76,60,76,67,83,89,65,85,84,69,73,52,84,83,84,75,9,7,13,14,15,83
Nacho Fernández,B,58,58,58,61,59,59,59,61,60,60,60,64,66,66,66,64,77,77,77,77,77,79,80,80,80,79,70,32,82,80,38,55,55,37,61,78,70,79,60,79,68,54,81,78,79,28,78,81,37,53,45,73,75,86,85,12,7,10,15,7,83
F. Acerbi,B,58,58,58,55,59,59,59,55,61,61,61,59,69,69,69,59,71,79,79,79,71,74,81,81,81,74,25,37,80,73,39,65,62,56,77,72,65,55,33,81,35,75,68,81,83,60,73,85,20,65,72,85,87,87,85,11,9,9,13,11,83
Sergi Roberto,B,71,71,71,77,76,76,76,77,78,78,78,79,80,80,80,79,82,80,80,80,82,81,76,76,76,81,85,63,72,86,50,78,74,60,78,83,78,79,69,80,74,65,47,85,69,66,68,81,69,83,57,76,75,83,83,14,16,11,15,10,83
Rodrigo,N,80,80,80,80,81,81,81,80,79,79,79,79,71,71,71,79,63,59,59,59,63,61,55,55,55,61,72,78,80,78,77,82,83,67,58,82,88,91,84,80,77,83,78,78,72,76,60,31,83,74,77,77,44,41,40,7,13,10,11,5,83
Pizzi,V,74,74,74,80,79,79,79,80,81,81,81,81,81,81,81,81,74,74,74,74,74,71,64,64,64,71,79,76,45,83,77,80,83,76,84,82,82,73,77,81,77,75,67,86,59,78,68,70,84,85,76,85,66,66,52,15,14,9,9,15,83
K. Kampl,V,69,69,69,79,77,77,77,79,80,80,80,79,80,80,80,79,75,74,74,74,75,72,63,63,63,72,72,63,34,84,68,86,78,75,79,84,84,71,91,84,80,69,67,88,47,73,64,75,73,82,64,83,65,64,59,13,11,7,6,16,83
I. Gueye,V,69,69,69,71,71,71,71,71,72,72,72,72,76,76,76,72,79,81,81,81,79,80,81,81,81,80,60,50,69,80,32,75,33,61,72,79,76,72,80,81,80,80,87,89,70,66,84,87,67,67,54,80,84,89,84,8,6,8,12,13,83
H. Mkhitaryan,V,76,76,76,81,80,80,80,81,81,81,81,80,78,78,78,80,70,68,68,68,70,67,59,59,59,67,77,74,53,80,81,84,83,64,71,86,84,78,87,79,85,85,69,83,62,73,69,64,82,84,72,76,41,53,55,5,11,14,5,7,83
K. Strootman,V,75,75,75,75,77,77,77,75,78,78,78,77,81,81,81,77,78,82,82,82,78,77,78,78,78,77,74,68,68,87,63,75,75,70,84,84,65,66,65,83,68,81,53,79,81,70,86,83,78,79,77,85,75,84,75,7,12,11,6,7,83
B. Dost,N,80,80,80,68,75,75,75,68,70,70,70,67,67,67,67,67,54,57,57,57,54,53,57,57,57,53,38,87,94,73,85,68,61,30,37,74,49,54,32,85,32,82,51,82,92,72,70,39,89,68,88,81,38,45,26,6,12,15,11,8,83
Oscar,V,74,74,74,79,79,79,79,79,81,81,81,79,78,78,78,79,68,66,66,66,68,65,55,55,55,65,74,76,54,86,63,78,77,75,82,84,75,72,86,81,80,80,64,76,38,77,43,45,79,83,68,75,66,52,47,12,10,15,12,12,83
M. Balotelli,N,80,80,80,78,79,79,79,78,78,78,78,76,70,70,70,76,54,53,53,53,54,50,45,45,45,50,68,85,67,78,78,81,78,78,66,85,76,82,71,68,50,89,74,66,86,79,70,30,79,74,92,81,10,22,20,2,2,2,4,2,83
Luiz Gustavo,B,66,66,66,66,67,67,67,66,69,69,69,68,74,74,74,68,77,80,80,80,77,78,81,81,81,78,63,48,72,79,54,68,42,60,77,73,65,64,65,83,62,80,76,85,81,73,88,83,53,69,58,79,82,84,86,10,6,11,12,13,83
Giuliano,V,77,77,77,81,80,80,80,81,81,81,81,81,77,77,77,81,66,65,65,65,66,62,56,56,56,62,77,79,59,82,65,84,67,71,79,84,85,79,85,81,85,78,61,82,74,76,71,42,81,80,79,82,49,43,38,16,11,13,9,8,83
Juan Mata,V,74,74,74,80,80,80,80,80,82,82,82,80,77,77,77,80,61,60,60,60,61,56,46,46,46,56,83,78,56,85,71,82,84,86,79,88,69,62,84,85,89,75,70,71,37,72,50,39,83,85,81,87,42,31,21,9,10,14,5,8,83
Javi Martínez,V,64,64,64,62,64,64,64,62,66,66,66,64,73,73,73,64,75,81,81,81,75,76,84,84,84,76,60,43,87,77,58,60,46,45,74,74,49,53,53,83,48,76,85,74,84,62,90,87,51,75,52,80,85,86,86,5,12,9,11,8,83
Cesc Fàbregas,V,74,74,74,76,77,77,77,76,80,80,80,77,79,79,79,77,68,70,70,70,68,66,62,62,62,66,85,72,74,90,81,79,78,81,89,85,56,54,62,81,75,77,63,56,61,70,45,50,72,91,78,92,64,59,58,6,10,8,15,15,83
M. Dembélé,V,76,76,76,78,79,79,79,78,80,80,80,78,81,81,81,78,77,81,81,81,77,76,79,79,79,76,65,66,70,86,73,89,65,55,80,89,72,72,79,83,76,81,75,70,89,70,79,82,70,80,63,90,75,82,70,16,14,11,16,14,83
F. Ribéry,V,74,74,74,80,79,79,79,80,81,81,81,80,74,74,74,80,59,57,57,57,59,54,43,43,43,54,80,74,41,83,79,84,83,81,74,87,78,78,84,83,90,75,34,58,60,71,51,33,77,84,78,85,31,25,26,15,6,9,7,10,83
D. De Rossi,V,68,68,68,66,68,68,68,66,70,70,70,68,75,75,75,68,76,81,81,81,76,77,82,82,82,77,57,50,81,81,74,64,62,71,80,77,63,67,64,80,72,81,77,74,81,72,84,87,55,71,75,87,90,82,80,10,7,13,10,9,83
M. de Ligt,B,66,66,66,63,65,65,65,63,65,65,65,65,70,70,70,65,73,77,77,77,73,75,80,80,80,75,57,53,81,75,40,65,48,55,72,73,62,72,56,77,59,79,80,74,87,64,79,79,44,63,40,77,84,84,79,12,11,11,12,10,82
Rodri,V,73,73,73,74,75,75,75,74,77,77,77,75,80,80,80,75,76,78,78,78,76,75,75,75,75,75,63,64,75,83,59,77,65,54,80,82,70,66,69,79,72,70,69,86,75,76,63,80,75,83,46,78,71,80,74,10,10,7,14,8,82
Rosberto Dourado,V,67,67,67,71,71,71,71,71,73,73,73,74,77,77,77,74,79,80,80,80,79,80,78,78,78,80,61,53,70,82,57,77,54,57,78,76,80,81,72,80,80,60,43,93,68,59,75,82,58,77,77,81,83,86,80,15,14,14,10,9,82
Juiano Mestres,B,66,66,66,60,63,63,63,60,61,61,61,61,64,64,64,61,71,73,73,73,71,74,80,80,80,74,40,56,83,67,63,60,72,58,58,64,68,74,61,78,63,74,91,76,79,61,86,82,58,50,62,70,77,85,84,18,12,14,11,18,82
Gelson Martins,V,74,74,74,81,79,79,79,81,79,79,79,81,73,73,73,81,68,62,62,62,68,65,53,53,53,65,81,66,51,78,74,85,82,60,55,83,95,94,94,83,92,72,65,87,48,69,60,43,82,79,66,85,54,46,36,12,9,7,6,9,82
Gonçalo Guedes,V,76,76,76,80,80,80,80,80,79,79,79,80,73,73,73,80,63,59,59,59,63,59,50,50,50,59,76,75,60,77,71,86,76,70,68,81,89,90,85,80,78,81,65,81,62,77,67,50,77,77,69,80,24,34,30,9,12,11,9,9,82
L. Hernández,B,65,65,65,68,67,67,67,68,68,68,68,71,70,70,70,71,80,78,78,78,80,81,81,81,81,81,78,42,83,80,38,65,53,28,63,79,80,84,70,80,67,62,83,82,76,47,86,81,57,61,34,76,76,83,86,10,7,8,14,10,82
A. Kramarić,V,80,80,80,81,81,81,81,81,79,79,79,78,70,70,70,78,58,53,53,53,58,53,47,47,47,53,75,86,69,79,84,87,79,74,53,86,78,72,82,81,82,82,69,76,68,80,73,21,84,66,88,79,35,20,26,8,14,14,7,15,82
A. Robertson,B,68,68,68,74,72,72,72,74,73,73,73,76,74,74,74,76,81,77,77,77,81,80,75,75,75,80,86,57,63,76,32,76,74,30,68,78,81,86,78,81,74,67,59,89,66,60,78,80,66,74,55,73,80,81,78,11,8,10,7,14,82
Dani García,V,62,62,62,64,66,66,66,64,70,70,70,67,77,77,77,67,72,80,80,80,72,71,74,74,74,71,55,51,46,86,52,66,61,57,81,81,53,35,67,72,72,74,65,88,75,58,88,82,60,76,58,71,72,81,77,6,14,14,6,11,82
J. Brandt,V,75,75,75,81,80,80,80,81,81,81,81,80,74,74,74,80,59,56,56,56,59,54,43,43,43,54,77,78,42,82,66,87,72,59,69,85,78,84,82,80,78,80,63,73,69,78,42,29,78,83,54,69,38,20,24,11,16,11,8,9,82
D. Rugani,B,55,55,55,54,55,55,55,54,56,56,56,56,61,61,61,56,70,74,74,74,70,73,80,80,80,73,40,33,80,65,35,64,45,25,59,65,56,67,59,78,53,58,81,67,79,39,72,86,28,50,36,70,87,86,82,5,10,5,5,5,82
Samu Castillejo,V,74,74,74,81,80,80,80,81,81,81,81,80,75,75,75,80,63,61,61,61,63,59,50,50,50,59,81,77,43,80,58,85,78,75,77,83,85,86,83,82,78,78,63,55,50,73,48,50,81,81,59,71,45,43,25,13,16,15,8,14,82
João Cancelo,B,74,74,74,79,78,78,78,79,78,78,78,81,78,78,78,81,82,78,78,78,82,81,75,75,75,81,85,58,64,78,62,84,83,69,75,83,91,91,78,82,74,80,73,89,66,66,73,77,78,74,46,77,79,79,79,6,9,15,14,14,82
Fred,V,74,74,74,77,77,77,77,77,79,79,79,78,80,80,80,78,78,79,79,79,78,77,73,73,73,77,67,74,55,85,70,79,70,72,80,86,77,79,84,82,87,76,83,87,61,76,73,80,69,76,65,82,76,78,69,7,16,15,11,15,82
A. Belotti,N,80,80,80,73,77,77,77,73,72,72,72,71,64,64,64,71,56,55,55,55,56,54,55,55,55,54,42,88,84,68,80,78,64,56,42,75,78,79,79,76,75,81,83,83,84,67,83,31,85,61,77,75,55,23,32,13,7,12,14,7,82
E. Forsberg,V,72,72,72,79,78,78,78,79,80,80,80,79,75,75,75,79,61,59,59,59,61,55,46,46,46,55,84,70,45,85,67,82,81,77,69,87,76,70,81,82,82,73,53,74,62,74,62,43,75,83,66,77,35,26,17,13,7,9,15,11,82
J. Lingard,V,78,78,78,81,81,81,81,81,81,81,81,80,76,76,76,80,70,67,67,67,70,67,60,60,60,67,74,78,64,78,70,83,80,63,66,83,84,82,86,83,86,80,63,87,53,80,73,53,86,82,65,84,65,50,44,14,10,8,13,9,82
E. Višća,V,76,76,76,81,79,79,79,81,79,79,79,80,74,74,74,80,68,62,62,62,68,64,53,53,53,64,80,80,45,78,74,82,74,60,69,82,90,89,93,80,88,79,69,84,58,77,47,49,80,73,75,78,55,40,40,8,14,14,12,16,82
A. Florenzi,B,77,77,77,78,78,78,78,78,78,78,78,79,78,78,78,79,79,77,77,77,79,79,76,76,76,79,77,70,72,77,87,78,73,79,75,79,86,84,87,80,82,82,74,90,67,82,79,78,82,76,76,79,76,79,78,9,8,10,11,10,82
H. Maguire,B,64,64,64,60,64,64,64,60,65,65,65,63,70,70,70,63,70,77,77,77,70,71,81,81,81,71,44,43,87,77,41,70,38,46,72,76,39,53,52,79,58,68,74,68,89,45,84,78,60,60,44,79,81,84,81,14,16,9,14,9,82
T. Meunier,V,78,78,78,78,78,78,78,78,77,77,77,79,78,78,78,79,81,79,79,79,81,80,78,78,78,80,83,76,75,82,79,75,74,56,74,82,74,81,63,80,49,77,72,92,85,78,73,76,80,71,65,78,77,82,80,8,13,15,6,9,82
S. Sané,B,63,63,63,61,62,62,62,61,63,63,63,63,68,68,68,63,72,77,77,77,72,74,81,81,81,74,57,38,88,73,26,64,33,58,71,70,62,62,60,79,37,77,47,69,88,55,84,83,48,62,43,78,78,90,78,14,7,10,13,16,82
G. Kondogbia,V,77,77,77,76,78,78,78,76,78,78,78,77,80,80,80,77,79,82,82,82,79,79,82,82,82,79,65,69,75,81,59,78,62,56,79,82,69,76,76,84,67,86,83,85,91,80,86,84,78,78,45,82,79,83,82,15,10,10,8,10,82
Gabriel Paulista,B,62,62,62,63,62,62,62,63,64,64,64,66,68,68,68,66,75,77,77,77,75,77,81,81,81,77,67,42,81,74,48,60,57,46,69,69,71,74,69,80,67,61,83,72,82,50,82,82,51,65,51,71,82,83,83,15,6,15,15,7,82
Morata,N,81,81,81,79,80,80,80,79,78,78,78,77,68,68,68,77,56,52,52,52,56,52,48,48,48,52,73,80,86,78,80,83,76,44,51,82,76,86,66,79,60,80,84,68,78,72,56,24,85,76,70,76,37,14,20,4,5,4,4,5,82
W. Ben Yedder,N,80,80,80,82,82,82,82,82,81,81,81,80,73,73,73,80,61,58,58,58,61,58,51,51,51,58,74,84,74,78,78,84,80,76,66,83,87,83,91,83,87,79,81,69,60,69,55,44,87,79,76,84,34,33,26,6,13,9,7,7,82
Pablo Sarabia,V,76,76,76,81,80,80,80,81,81,81,81,81,77,77,77,81,68,65,65,65,68,65,56,56,56,65,86,78,61,83,64,86,84,74,77,84,75,76,80,77,81,76,40,72,58,77,46,50,79,84,69,74,57,49,46,16,7,15,6,14,82
W. Zaha,N,76,76,76,82,80,80,80,82,80,80,80,81,71,71,71,81,60,55,55,55,60,55,45,45,45,55,81,77,47,75,61,90,57,51,65,87,89,92,88,77,82,78,57,76,75,68,73,23,78,77,66,81,22,29,28,15,10,15,11,10,82
Jonathan Viera,N,73,73,73,80,79,79,79,80,81,81,81,80,80,80,80,80,73,73,73,73,73,70,64,64,64,70,75,78,41,84,65,84,80,76,78,82,86,76,89,81,92,70,88,79,67,79,56,73,72,84,74,80,56,68,55,16,16,9,14,9,82
Bartra,B,68,68,68,69,71,71,71,69,72,72,72,71,75,75,75,71,75,79,79,79,75,76,80,80,80,76,55,55,82,79,43,70,66,45,78,80,75,72,72,82,71,66,89,67,71,62,80,86,61,75,52,76,77,83,80,10,15,13,12,8,82
S. Coates,B,58,58,58,53,57,57,57,53,57,57,57,57,65,65,65,57,68,76,76,76,68,70,81,81,81,70,17,42,80,72,39,64,39,19,70,62,46,64,32,75,30,50,54,81,94,30,83,80,49,50,65,74,84,85,85,16,13,15,16,13,82
Willian José,N,81,81,81,74,78,78,78,74,75,75,75,73,69,69,69,73,56,57,57,57,56,54,55,55,55,54,54,84,84,78,80,79,68,71,50,80,62,65,65,81,43,84,72,73,90,77,65,35,87,68,80,75,40,32,30,15,14,16,15,8,82
Mário Fernandes,B,72,72,72,74,74,74,74,74,74,74,74,76,76,76,76,76,80,79,79,79,80,80,79,79,79,80,76,56,76,78,52,77,66,39,74,79,79,85,79,80,61,71,84,87,75,58,77,78,76,73,53,76,83,82,84,12,13,14,13,12,82
Víctor Ruiz,B,57,57,57,56,57,57,57,56,59,59,59,59,66,66,66,59,72,77,77,77,72,74,81,81,81,74,54,37,77,74,39,53,67,46,70,71,55,59,56,78,58,59,78,72,87,38,82,83,39,56,46,72,81,84,85,12,8,6,6,14,82
T. Delaney,V,76,76,76,74,76,76,76,74,76,76,76,76,78,78,78,76,79,80,80,80,79,80,81,81,81,80,67,72,83,79,66,73,71,68,77,77,76,78,73,81,74,78,91,90,79,74,84,85,75,77,60,81,80,82,81,8,12,11,14,15,82
M. Götze,V,75,75,75,80,80,80,80,80,82,82,82,81,81,81,81,81,72,72,72,72,72,68,63,63,63,68,78,75,51,87,86,84,81,72,82,90,74,64,86,84,85,68,58,73,68,66,58,65,81,86,77,85,63,53,57,14,7,12,6,10,82
G. Bonaventura,V,77,77,77,80,80,80,80,80,81,81,81,80,81,81,81,80,78,77,77,77,78,76,72,72,72,76,82,70,70,84,78,83,78,78,80,85,75,77,77,82,77,84,69,84,66,86,68,72,78,82,68,82,74,72,68,10,14,7,15,14,82
Taison,V,77,77,77,81,81,81,81,81,81,81,81,81,76,76,76,81,67,64,64,64,67,64,55,55,55,64,73,76,56,77,82,87,52,73,75,85,93,91,90,79,83,83,62,79,62,83,56,49,74,79,72,74,38,53,40,7,7,11,15,13,82
S. Nzonzi,V,72,72,72,68,72,72,72,68,72,72,72,70,77,77,77,70,74,81,81,81,74,75,81,81,81,75,59,64,79,79,55,72,73,42,77,81,44,55,36,81,31,79,75,86,92,66,87,84,70,77,57,85,81,80,76,7,16,16,16,13,82
Marlos,V,76,76,76,82,81,81,81,82,82,82,82,81,77,77,77,81,67,65,65,65,67,64,56,56,56,64,76,79,53,81,68,87,82,72,73,88,85,82,92,77,84,77,68,78,62,78,58,51,77,82,80,84,45,49,42,6,13,13,8,9,82
K. Trippier,B,70,70,70,75,73,73,73,75,75,75,75,77,78,78,78,77,81,78,78,78,81,80,76,76,76,80,91,48,73,79,54,75,87,83,78,80,76,75,74,81,74,75,73,88,65,70,70,79,75,80,66,73,77,82,79,11,14,8,11,10,82
A. Kolarov,B,74,74,74,75,75,75,75,75,75,75,75,77,78,78,78,77,80,79,79,79,80,80,80,80,80,80,91,55,80,77,64,79,85,86,77,76,73,70,63,84,58,91,80,84,77,83,85,81,75,77,74,88,81,82,81,16,15,8,16,6,82
G. Sigurðsson,V,75,75,75,78,78,78,78,78,80,80,80,78,80,80,80,78,70,70,70,70,70,66,61,61,61,66,86,77,60,84,75,80,87,86,80,85,58,55,68,78,63,83,68,86,68,86,57,55,79,86,79,84,57,57,55,13,8,10,15,12,82
S. Giovinco,N,75,75,75,82,81,81,81,82,82,82,82,81,75,75,75,81,59,56,56,56,59,54,41,41,41,54,72,80,34,80,75,86,90,93,76,86,88,80,94,80,91,80,34,77,42,81,75,26,82,81,73,82,23,29,28,6,3,6,3,3,82
N. Gaitán,V,73,73,73,80,79,79,79,80,80,80,80,80,75,75,75,80,64,60,60,60,64,60,51,51,51,60,80,71,54,81,81,84,88,72,75,83,84,79,87,82,81,72,81,69,46,73,57,40,77,82,71,80,35,42,43,8,11,9,7,5,82
J. Henderson,V,72,72,72,75,75,75,75,75,77,77,77,77,80,80,80,77,79,80,80,80,79,78,76,76,76,78,81,67,65,84,72,73,80,74,84,80,67,66,70,80,70,77,79,91,72,71,77,80,75,83,64,78,77,79,76,7,13,7,9,13,82
