id,Overall,id,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,pozicija
105,79,105,74,74,74,78,77,77,77,78,77,77,77,77,68,68,68,77,55,49,49,49,55,50,39,39,39,50,66,70,53,72,59,87,70,46,68,81,92,92,93,78,87,80,68,74,66,70,36,15,74,70,47,72,26,16,22,10,9,12,7,7,N
106,79,106,78,78,78,74,76,76,76,74,73,73,73,73,67,67,67,73,56,54,54,54,56,53,51,51,51,53,61,86,76,67,71,71,67,60,65,74,78,84,77,74,71,81,87,77,76,80,66,28,82,69,72,78,50,25,25,10,14,12,8,11,N
107,79,107,64,64,64,63,65,65,65,63,67,67,67,66,74,74,74,66,71,78,78,78,71,70,75,75,75,70,58,48,73,80,49,69,59,60,83,73,54,34,60,79,57,73,35,86,85,66,84,76,56,69,59,76,74,80,71,16,11,12,16,10,V
108,79,108,68,68,68,69,69,69,69,69,70,70,70,71,74,74,74,71,77,78,78,78,77,77,77,77,77,77,66,56,65,78,56,69,66,65,74,77,74,76,75,72,76,82,84,90,76,75,83,80,58,68,58,63,78,81,81,16,14,11,7,9,V
109,79,109,73,73,73,78,77,77,77,78,77,77,77,77,74,74,74,77,64,61,61,61,64,60,51,51,51,60,77,74,51,76,82,80,78,70,69,81,78,75,85,81,85,78,62,80,45,71,64,55,81,76,71,69,32,44,35,7,9,10,8,13,V
110,79,110,61,61,61,66,63,63,63,66,64,64,64,68,67,67,67,68,77,74,74,74,77,77,76,76,76,77,77,34,70,73,44,73,60,54,59,76,77,78,72,71,78,66,75,83,64,45,82,80,53,55,46,70,77,79,82,7,10,12,10,6,B
111,79,111,68,68,68,72,70,70,70,72,72,72,72,74,74,74,74,74,78,77,77,77,78,78,76,76,76,78,79,55,71,78,51,74,65,65,74,77,75,77,67,80,67,69,66,82,76,61,71,81,62,72,65,78,76,79,79,9,10,10,12,14,B
112,79,112,67,67,67,66,68,68,68,66,69,69,69,68,74,74,74,68,73,77,77,77,73,73,76,76,76,73,66,54,75,79,50,62,71,78,75,74,53,59,58,77,58,79,62,86,82,72,88,79,66,73,87,73,78,76,72,13,9,16,6,12,V
113,79,113,52,52,52,49,50,50,50,49,51,51,51,52,57,57,57,52,65,70,70,70,65,68,77,77,77,68,38,38,83,66,33,53,28,32,56,58,51,53,48,74,56,37,90,67,85,29,79,77,34,42,41,68,76,83,77,15,12,15,10,6,B
114,79,114,62,62,62,71,68,68,68,71,70,70,70,73,73,73,73,73,78,74,74,74,78,77,72,72,72,77,79,27,60,76,53,79,68,66,72,76,88,83,88,78,89,69,92,91,54,73,73,77,59,64,60,73,71,76,76,13,5,9,8,14,B
115,79,115,65,65,65,72,71,71,71,72,73,73,73,74,76,76,76,74,76,78,78,78,76,74,72,72,72,74,67,65,32,82,34,74,46,48,77,79,74,75,76,76,89,63,77,88,69,54,89,78,64,74,42,83,75,75,76,15,8,7,11,9,V
116,79,116,76,76,76,74,76,76,76,74,76,76,76,75,77,77,77,75,71,73,73,73,71,70,70,70,70,70,63,77,74,81,82,72,62,44,75,80,71,64,67,78,64,78,72,83,69,77,77,67,80,78,75,83,63,72,61,12,6,13,16,10,V
117,79,117,69,69,69,77,75,75,75,77,76,76,76,77,73,73,73,77,69,66,66,66,69,66,58,58,58,66,73,65,45,79,66,84,77,70,72,80,90,79,92,76,90,70,72,78,48,62,72,52,70,75,61,72,56,55,55,15,11,6,14,16,V
118,79,118,71,71,71,74,74,74,74,74,76,76,76,75,78,78,78,75,75,76,76,76,75,74,71,71,71,74,74,66,54,84,68,76,70,76,79,79,72,66,76,79,76,76,69,79,68,74,72,76,72,78,78,80,69,76,72,9,10,11,8,9,V
119,79,119,72,72,72,74,74,74,74,74,76,76,76,74,77,77,77,74,70,73,73,73,70,67,67,67,67,67,76,67,64,81,73,77,73,80,79,80,62,56,66,74,67,87,56,74,65,87,70,72,72,81,74,76,71,69,46,9,9,11,11,10,V
120,79,120,75,75,75,78,77,77,77,78,77,77,77,78,77,77,77,78,77,75,75,75,77,75,72,72,72,75,83,72,65,78,68,81,80,61,70,80,77,78,76,79,74,78,76,85,70,81,74,76,75,77,83,76,70,72,68,12,10,13,6,14,B
121,79,121,59,59,59,53,55,55,55,53,52,52,52,53,57,57,57,53,65,70,70,70,65,68,77,77,77,68,40,48,82,64,40,54,46,25,58,66,52,52,34,77,48,54,84,55,77,50,82,80,50,22,35,72,78,82,78,7,9,13,10,15,B
122,79,122,77,77,77,75,77,77,77,75,76,76,76,75,72,72,72,75,63,63,63,63,63,62,59,59,59,62,67,75,79,75,76,76,76,80,66,77,86,76,77,75,74,86,76,79,77,72,68,56,77,78,85,76,30,57,35,9,16,7,8,7,N
123,79,123,74,74,74,77,77,77,77,77,77,77,77,78,75,75,75,78,70,68,68,68,70,67,63,63,63,67,82,70,64,78,72,81,79,77,75,79,79,77,76,77,76,84,78,78,70,74,66,58,74,79,70,79,58,59,49,7,6,14,10,8,V
124,79,124,71,71,71,75,74,74,74,75,74,74,74,76,75,75,75,76,78,76,76,76,78,77,75,75,75,77,77,53,64,77,59,80,77,51,70,78,84,78,79,80,83,72,82,82,73,62,85,79,79,72,58,76,73,77,77,14,7,6,12,8,B
125,79,125,69,69,69,69,70,70,70,69,70,70,70,71,74,74,74,71,76,78,78,78,76,76,78,78,78,76,63,55,75,76,44,71,68,61,73,78,68,71,69,75,66,77,65,92,83,71,83,80,66,67,63,74,79,81,76,10,12,7,10,8,V
126,79,126,71,71,71,74,74,74,74,74,76,76,76,74,77,77,77,74,73,75,75,75,73,72,70,70,70,72,77,67,61,81,75,78,79,75,80,80,64,57,70,76,68,83,53,69,59,79,79,80,73,78,85,79,60,78,73,15,6,8,10,7,V
127,79,127,71,71,71,79,77,77,77,79,78,78,78,78,72,72,72,78,64,60,60,60,64,60,50,50,50,60,80,66,44,76,75,85,85,75,74,80,89,79,93,80,94,80,71,63,43,76,53,41,76,76,56,79,48,43,40,6,6,11,8,7,V
128,79,128,78,78,78,78,79,79,79,78,79,79,79,77,72,72,72,77,58,56,56,56,58,54,49,49,49,54,72,80,74,81,79,82,85,72,64,83,68,73,79,76,68,81,70,68,72,80,50,30,80,82,80,78,31,32,30,9,7,5,9,10,N
129,79,129,76,76,76,69,73,73,73,69,72,72,72,70,75,75,75,70,70,77,77,77,70,70,78,78,78,70,61,73,93,81,68,67,64,46,66,82,41,48,47,81,49,75,64,75,91,65,94,74,84,73,64,78,77,77,60,8,6,9,15,16,V
130,79,130,65,65,65,70,68,68,68,70,68,68,68,72,70,70,70,72,78,75,75,75,78,77,75,75,75,77,82,50,68,76,43,77,74,66,70,78,78,76,73,76,69,59,70,78,70,54,73,77,63,51,52,76,76,81,80,11,13,15,10,15,B
131,79,131,77,77,77,77,77,77,77,77,76,76,76,76,70,70,70,76,59,56,56,56,59,55,50,50,50,55,72,77,71,71,67,82,77,50,66,79,83,82,77,71,74,85,82,84,78,82,58,34,77,74,70,75,39,28,21,16,8,12,11,15,V
132,78,132,77,77,77,74,75,75,75,74,73,73,73,72,65,65,65,72,52,50,50,50,52,49,44,44,44,49,63,81,76,72,80,76,72,38,54,77,75,77,74,78,65,79,66,69,76,72,57,23,78,65,60,73,19,26,16,8,7,12,9,13,N
133,78,133,66,66,66,68,68,68,68,68,69,69,69,70,72,72,72,70,75,76,76,76,75,74,75,75,75,74,71,56,62,75,45,72,81,77,77,71,72,72,51,81,55,73,61,76,88,72,77,76,52,72,67,67,80,76,76,11,15,8,7,7,V
134,78,134,66,66,66,73,71,71,71,73,72,72,72,73,71,71,71,73,77,72,72,72,77,76,69,69,69,76,78,45,60,76,55,76,54,49,59,74,88,86,86,80,90,78,59,76,33,68,73,75,69,68,49,76,75,77,76,13,13,16,8,9,B
135,78,135,72,72,72,76,75,75,75,76,76,76,76,77,77,77,77,77,73,73,73,73,73,72,68,68,68,72,78,70,59,79,53,79,74,69,79,79,74,74,75,75,59,70,61,86,71,70,71,66,77,78,53,76,70,68,63,14,6,12,9,10,V
136,78,136,66,66,66,70,69,69,69,70,69,69,69,73,71,71,71,73,77,73,73,73,77,76,73,73,73,76,76,43,64,73,42,76,67,64,68,77,81,82,70,75,71,69,77,84,68,38,68,74,74,66,52,68,74,76,79,10,7,14,7,10,B
137,78,137,58,58,58,65,61,61,61,65,63,63,63,68,67,67,67,68,77,74,74,74,77,76,74,74,74,76,79,30,64,75,58,73,76,48,68,74,81,77,83,74,78,62,69,81,64,48,78,77,42,50,48,74,78,78,77,8,14,15,12,7,B
138,78,138,72,72,72,76,75,75,75,76,75,75,75,77,75,75,75,77,77,75,75,75,77,76,74,74,74,76,74,62,69,76,43,81,71,35,75,78,88,86,78,78,78,69,78,82,76,64,77,75,75,73,49,78,69,75,76,7,16,9,10,9,B
139,78,139,70,70,70,72,73,73,73,72,74,74,74,74,77,77,77,74,73,75,75,75,73,72,70,70,70,72,65,61,65,79,46,77,58,48,77,79,66,69,74,76,67,77,53,96,74,80,68,68,69,74,45,75,72,75,63,15,10,13,15,8,V
140,78,140,69,69,69,75,74,74,74,75,76,76,76,76,75,75,75,76,68,67,67,67,68,64,58,58,58,64,73,65,43,79,65,85,76,71,73,81,77,68,79,75,76,70,66,77,66,70,48,62,69,78,65,69,53,57,46,12,12,14,12,10,V
141,78,141,75,75,75,76,75,75,75,76,74,74,74,76,73,73,73,76,76,73,73,73,76,75,73,73,73,75,78,66,72,75,68,78,72,48,68,77,86,89,66,76,67,81,80,79,79,77,71,73,73,72,58,72,72,71,72,8,9,7,10,10,V
142,78,142,61,61,61,55,58,58,58,55,57,57,57,57,61,61,61,57,67,70,70,70,67,69,77,77,77,69,43,51,86,73,41,60,38,30,52,53,45,62,53,72,34,70,70,79,87,50,80,73,48,54,53,80,79,79,75,10,8,12,9,12,B
143,78,143,74,74,74,77,76,76,76,77,77,77,77,77,71,71,71,77,63,61,61,61,63,59,56,56,56,59,72,73,67,76,66,86,82,76,68,79,80,82,87,73,75,76,67,81,70,74,73,31,71,76,54,73,68,37,32,9,9,16,12,11,V
144,78,144,69,69,69,70,71,71,71,70,72,72,72,71,75,75,75,71,75,77,77,77,75,75,75,75,75,75,64,54,73,78,68,75,68,38,75,77,68,68,64,72,62,76,64,85,71,73,74,80,68,73,40,74,77,78,76,12,6,8,7,9,V
145,78,145,75,75,75,77,77,77,77,77,77,77,77,76,71,71,71,76,59,58,58,58,59,55,50,50,50,55,74,74,62,75,78,80,70,73,75,85,79,79,87,73,73,83,66,70,65,79,85,26,77,71,74,74,45,30,30,5,6,5,5,6,N
146,78,146,68,68,68,76,74,74,74,76,77,77,77,74,71,71,71,74,56,55,55,55,56,52,44,44,44,52,75,66,42,78,65,83,80,77,77,83,73,71,90,72,91,83,55,44,38,73,43,35,63,85,71,75,52,30,22,14,16,10,7,12,V
147,78,147,69,69,69,76,76,76,76,76,78,78,78,77,77,77,77,77,71,71,71,71,71,69,62,62,62,69,73,70,52,81,60,83,77,64,78,82,72,65,78,78,78,65,62,71,38,69,58,67,76,80,64,82,66,66,62,7,7,14,6,8,V
148,78,148,66,66,66,68,70,70,70,68,73,73,73,70,76,76,76,70,72,77,77,77,72,71,72,72,72,71,50,53,56,82,54,75,61,68,83,80,65,64,76,73,68,74,73,79,75,69,70,75,62,74,68,74,77,76,71,6,7,9,10,11,V
149,78,149,73,73,73,77,76,76,76,77,77,77,77,77,76,76,76,77,73,72,72,72,73,71,67,67,67,71,78,74,56,80,72,81,80,80,77,81,78,74,78,74,78,73,62,75,68,77,69,68,71,78,70,74,67,65,63,15,14,7,10,7,V
150,78,150,77,77,77,71,74,74,74,71,71,71,71,71,71,71,71,71,66,68,68,68,66,65,67,67,67,65,59,80,81,71,77,75,72,41,63,75,56,61,59,80,55,79,77,92,84,75,75,62,82,63,73,81,62,59,51,7,11,7,9,7,N
151,78,151,59,59,59,61,60,60,60,61,61,61,61,64,65,65,65,64,73,72,72,72,73,74,76,76,76,74,67,27,74,72,40,67,63,44,65,72,72,74,71,70,62,67,91,71,79,52,75,76,49,49,42,73,77,80,79,8,14,12,11,12,B
152,78,152,55,55,55,50,54,54,54,50,54,54,54,54,62,62,62,54,65,73,73,73,65,67,76,76,76,67,32,37,76,71,24,60,23,39,74,68,38,50,47,79,42,72,72,64,82,21,80,78,30,45,36,72,80,76,78,15,16,9,12,6,B
153,78,153,55,55,55,55,58,58,58,55,61,61,61,59,68,68,68,59,68,76,76,76,68,69,76,76,76,69,37,25,67,80,35,59,49,53,71,72,53,48,54,72,59,60,65,75,82,43,88,80,48,65,54,72,77,79,74,12,14,10,11,16,V
154,78,154,77,77,77,77,78,78,78,77,78,78,78,77,72,72,72,77,58,56,56,56,58,54,47,47,47,54,74,78,68,75,78,79,82,77,70,80,76,78,70,80,73,82,63,70,69,79,67,38,79,81,79,75,25,24,26,14,8,8,10,10,N
155,78,155,71,71,71,76,75,75,75,76,76,76,76,76,72,72,72,76,62,59,59,59,62,58,48,48,48,58,73,70,58,79,70,82,75,78,74,80,83,77,91,72,80,73,41,73,50,73,47,56,69,74,72,72,31,34,32,12,16,12,13,7,V
156,78,156,57,57,57,56,57,57,57,56,58,58,58,57,62,62,62,57,68,72,72,72,68,71,76,76,76,71,44,28,76,66,30,58,41,70,68,66,66,68,63,78,66,75,76,53,69,62,78,82,40,50,64,74,77,82,80,11,12,16,16,8,B
157,78,157,70,70,70,71,70,70,70,71,70,70,70,72,72,72,72,72,76,75,75,75,76,76,76,76,76,76,83,57,74,76,50,73,69,71,69,77,74,76,71,74,73,82,73,79,73,72,89,71,62,64,57,72,75,80,77,15,13,13,14,16,B
158,78,158,61,61,61,62,61,61,61,62,62,62,62,63,64,64,64,63,73,72,72,72,73,74,76,76,76,74,69,37,76,67,65,60,68,41,65,66,76,78,79,73,74,70,91,69,72,59,78,80,50,58,50,76,80,78,77,2,3,4,2,4,B
159,78,159,60,60,60,59,60,60,60,59,61,61,61,61,66,66,66,61,68,73,73,73,68,69,76,76,76,69,61,48,76,74,47,58,39,54,75,64,47,54,60,71,68,66,92,59,77,50,85,76,57,62,62,79,79,77,78,14,10,15,15,12,B
160,78,160,73,73,73,77,76,76,76,77,76,76,76,77,70,70,70,77,59,55,55,55,59,55,46,46,46,55,75,72,63,73,70,80,69,43,67,78,91,90,88,76,76,69,62,78,55,64,51,39,78,74,63,68,35,29,15,14,5,12,10,13,N
161,78,161,71,71,71,75,75,75,75,75,77,77,77,75,75,75,75,75,66,66,66,66,66,63,59,59,59,63,75,69,43,83,85,78,74,73,78,80,69,68,70,68,73,82,71,66,72,78,63,46,73,85,61,83,59,56,58,15,10,13,6,10,V
162,78,162,67,67,67,74,72,72,72,74,74,74,74,75,75,75,75,75,77,76,76,76,77,76,74,74,74,76,78,57,63,77,51,80,77,45,76,79,75,76,79,79,66,60,70,78,67,66,78,75,65,73,52,81,71,79,80,15,15,11,8,8,V
163,77,163,75,75,75,73,74,74,74,73,72,72,72,73,68,68,68,73,61,59,59,59,61,59,57,57,57,59,68,76,77,72,76,74,73,52,69,71,75,76,69,76,64,78,90,79,77,69,72,39,78,68,72,75,54,32,42,15,10,12,6,14,N
164,77,164,75,75,75,76,75,75,75,76,73,73,73,76,66,66,66,76,58,51,51,51,58,54,45,45,45,54,75,79,66,69,70,77,71,71,60,75,91,93,83,76,70,75,71,80,65,64,51,32,77,65,79,77,34,20,19,14,14,8,12,10,V
165,77,165,75,75,75,76,77,77,77,76,76,76,76,75,70,70,70,75,56,56,56,56,56,53,49,49,49,53,77,76,70,76,72,82,80,64,72,78,68,69,66,78,73,77,54,54,72,74,61,29,81,77,80,80,40,30,28,12,6,11,15,12,N
166,77,166,73,73,73,77,76,76,76,77,75,75,75,75,67,67,67,75,59,53,53,53,59,56,45,45,45,56,70,71,60,69,54,81,75,34,63,78,92,90,91,71,84,80,67,74,59,77,27,37,75,71,58,72,48,21,30,13,8,12,7,13,V
167,77,167,74,74,74,73,75,75,75,73,75,75,75,74,75,75,75,74,66,68,68,68,66,64,63,63,63,64,79,72,73,79,74,75,79,82,80,81,55,58,62,71,74,83,54,66,73,80,63,62,78,80,78,78,60,59,49,14,11,10,11,6,V
168,77,168,68,68,68,71,69,69,69,71,69,69,69,73,68,68,68,73,76,71,71,71,76,75,73,73,73,75,74,50,67,73,33,78,60,34,57,76,86,88,85,71,75,67,86,89,81,54,72,72,71,54,55,70,66,75,76,7,15,13,9,7,B
169,77,169,62,62,62,62,64,64,64,62,66,66,66,64,71,71,71,64,70,76,76,76,70,71,75,75,75,71,59,54,60,77,53,62,64,62,71,70,53,42,64,77,61,72,70,69,77,64,82,82,58,70,60,86,80,79,78,7,13,14,10,14,V
170,77,170,73,73,73,74,75,75,75,74,75,75,75,75,75,75,75,75,70,70,70,70,70,68,65,65,65,68,79,69,69,81,70,75,84,87,77,78,69,73,71,74,65,88,68,78,69,84,72,62,69,78,66,75,54,66,58,6,6,12,15,13,V
171,77,171,77,77,77,76,76,76,76,76,75,75,75,75,69,69,69,75,60,59,59,59,60,58,55,55,55,58,69,75,78,75,76,78,61,62,64,78,76,83,76,78,62,78,80,74,75,69,75,32,79,71,70,76,47,38,33,9,10,6,12,16,N
172,77,172,52,52,52,49,50,50,50,49,52,52,52,53,59,59,59,53,66,71,71,71,66,70,76,76,76,70,32,37,79,71,32,42,40,31,63,53,64,72,51,70,41,50,70,79,80,30,76,75,32,51,47,72,79,82,78,14,8,12,16,13,B
173,77,173,51,51,51,42,47,47,47,42,48,48,48,47,59,59,59,47,62,72,72,72,62,65,75,75,75,65,21,23,81,73,23,34,49,31,68,68,32,35,31,79,32,66,65,71,88,22,81,78,36,35,42,69,61,81,80,12,9,8,13,8,B
174,77,174,68,68,68,72,72,72,72,72,74,74,74,73,75,75,75,73,73,76,76,76,73,72,73,73,73,72,67,61,58,78,39,72,65,72,76,79,69,69,72,80,74,69,60,74,78,65,92,72,69,80,59,74,70,75,72,10,7,16,15,14,V
175,77,175,75,75,75,70,73,73,73,70,71,71,71,69,67,67,67,69,56,57,57,57,56,55,55,55,55,55,56,73,84,70,75,71,70,46,58,75,72,67,72,73,58,81,77,75,85,72,75,47,76,70,70,73,12,47,33,15,5,12,14,14,N
176,77,176,76,76,76,75,76,76,76,75,76,76,76,75,72,72,72,75,65,64,64,64,65,64,62,62,62,64,63,74,80,75,78,80,69,62,66,78,76,74,74,72,79,76,82,80,76,73,72,43,79,79,78,74,53,50,62,7,13,12,15,15,V
177,77,177,76,76,76,74,76,76,76,74,75,75,75,73,70,70,70,73,52,54,54,54,52,48,47,47,47,48,70,80,73,73,74,77,67,63,69,81,63,59,72,75,74,78,80,67,75,76,80,25,81,76,72,82,21,26,20,14,13,11,6,13,N
178,77,178,76,76,76,76,77,77,77,76,75,75,75,75,69,69,69,75,56,53,53,53,56,52,46,46,46,52,75,76,66,73,77,78,82,71,63,78,78,81,73,77,68,83,64,68,68,80,59,24,79,73,77,80,25,33,23,13,12,11,9,11,N
179,77,179,51,51,51,51,52,52,52,51,54,54,54,55,60,60,60,55,67,72,72,72,67,70,76,76,76,70,30,22,78,74,33,55,34,33,62,69,69,68,67,76,74,48,81,67,72,27,75,79,25,38,51,63,76,78,77,15,12,11,8,8,B
180,77,180,72,72,72,76,74,74,74,76,74,74,74,75,69,69,69,75,62,59,59,59,62,59,53,53,53,59,75,75,56,71,80,83,65,61,66,75,84,78,85,74,83,71,78,73,57,63,71,48,75,69,73,77,36,49,37,6,16,6,7,14,V
181,77,181,68,68,68,70,71,71,71,70,73,73,73,71,75,75,75,71,72,76,76,76,72,71,72,72,72,71,68,72,56,80,35,69,41,43,76,72,62,63,67,75,77,80,59,80,73,81,92,78,58,82,51,75,69,73,69,10,13,8,15,10,V
182,77,182,70,70,70,69,69,69,69,69,68,68,68,71,70,70,70,71,75,74,74,74,75,75,75,75,75,75,77,55,74,75,57,72,66,43,73,73,74,79,54,74,52,76,69,79,82,60,83,68,71,55,50,71,74,79,79,12,7,8,11,12,B
183,77,183,67,67,67,70,70,70,70,70,70,70,70,71,72,72,72,71,76,75,75,75,76,75,75,75,75,75,77,57,62,75,57,75,70,50,70,75,70,69,70,74,83,76,75,74,63,60,86,78,70,65,65,76,76,79,82,16,8,6,10,9,B
184,77,184,76,76,76,70,73,73,73,70,72,72,72,67,65,65,65,67,52,54,54,54,52,50,53,53,53,50,56,83,84,71,80,66,54,66,44,81,47,39,67,84,67,76,72,57,73,73,75,33,84,73,84,82,50,24,29,11,16,15,9,14,N
185,77,185,76,76,76,72,75,75,75,72,73,73,73,70,65,65,65,70,54,54,54,54,54,52,51,51,51,52,51,77,78,70,70,76,68,38,45,75,76,73,77,70,82,80,77,73,75,72,72,40,83,72,83,74,31,33,25,16,16,13,8,6,N
186,77,186,67,67,67,69,68,68,68,69,69,69,69,71,70,70,70,71,76,73,73,73,76,75,72,72,72,75,77,50,62,73,66,70,77,55,69,74,79,79,78,73,80,82,75,83,68,68,69,78,63,63,50,67,72,73,77,6,15,16,8,8,B
187,77,187,49,49,49,48,47,47,47,48,47,47,47,50,52,52,52,50,66,67,67,67,66,69,76,76,76,69,40,25,74,54,33,54,38,17,54,58,69,71,72,73,79,52,80,61,73,25,85,78,23,30,35,74,79,81,79,13,11,13,11,6,B
188,77,188,60,60,60,59,61,61,61,59,62,62,62,62,66,66,66,62,69,73,73,73,69,71,76,76,76,71,42,42,74,71,38,66,37,39,69,70,54,73,62,75,56,55,71,72,78,45,76,78,52,57,48,72,79,79,76,11,12,12,13,13,B
189,77,189,67,67,67,68,68,68,68,68,69,69,69,69,72,72,72,69,74,75,75,75,74,74,75,75,75,74,71,62,73,75,57,74,70,55,74,73,63,69,74,67,64,78,75,76,68,76,74,85,56,67,58,68,79,79,72,15,14,8,14,14,V
190,77,190,61,61,61,66,65,65,65,66,68,68,68,68,73,73,73,68,74,76,76,76,74,74,75,75,75,74,74,45,66,80,57,67,70,63,75,74,53,55,69,79,72,54,74,70,68,53,73,78,62,75,61,83,81,79,80,10,12,10,15,9,B
191,77,191,69,69,69,72,72,72,72,72,75,75,75,73,75,75,75,73,68,70,70,70,68,65,63,63,63,65,81,67,60,83,84,76,85,86,77,81,58,52,68,67,78,83,77,65,57,81,65,77,66,82,77,70,67,52,48,16,16,9,12,11,V
192,77,192,57,57,57,60,59,59,59,60,61,61,61,64,66,66,66,64,72,73,73,73,72,73,75,75,75,73,64,32,77,72,49,62,55,40,69,70,65,72,63,74,61,54,72,74,76,29,69,77,49,63,55,71,79,76,78,10,10,15,9,6,B
193,77,193,76,76,76,69,72,72,72,69,69,69,69,67,64,64,64,67,52,54,54,54,52,50,53,53,53,50,49,80,77,65,69,68,67,66,59,76,70,68,62,74,75,82,82,69,88,72,78,37,78,58,86,74,40,30,19,13,8,9,10,15,N
194,77,194,73,73,73,71,72,72,72,71,72,72,72,73,74,74,74,73,74,76,76,76,74,74,76,76,76,74,67,65,78,77,70,74,72,65,72,77,72,74,62,72,62,79,70,87,83,75,81,76,68,71,60,72,73,76,71,12,16,10,13,7,V
195,77,195,74,74,74,77,76,76,76,77,75,75,75,75,72,72,72,75,67,64,64,64,67,64,59,59,59,64,80,78,54,72,68,80,74,61,68,76,77,79,77,78,74,81,75,65,67,84,62,61,74,74,64,66,44,55,52,16,7,14,7,8,V
196,77,196,72,72,72,75,74,74,74,75,74,74,74,75,73,73,73,75,72,69,69,69,72,71,66,66,66,71,80,70,59,72,66,78,81,79,75,76,79,78,74,74,76,78,73,74,64,75,58,66,73,77,72,74,63,68,71,12,8,13,7,7,B
197,77,197,73,73,73,76,75,75,75,76,74,74,74,76,71,71,71,76,70,67,67,67,70,68,63,63,63,68,75,75,60,73,62,78,69,71,61,78,83,84,68,73,67,70,53,86,68,67,73,64,74,74,52,68,67,54,50,12,15,7,16,8,V
198,77,198,75,75,75,69,72,72,72,69,70,70,70,67,64,64,64,67,54,56,56,56,54,53,55,55,55,53,51,84,78,66,73,65,57,49,46,75,61,63,68,72,62,78,77,78,79,67,71,35,82,71,63,71,59,35,24,11,9,14,13,6,N
199,77,199,76,76,76,74,75,75,75,74,73,73,73,73,69,69,69,73,57,56,56,56,57,55,51,51,51,55,68,79,74,72,74,74,69,62,63,77,75,73,65,75,57,80,68,81,84,75,60,31,75,74,68,82,39,36,24,6,8,14,9,7,N
200,77,200,68,68,68,77,75,75,75,77,76,76,76,76,69,69,69,76,56,51,51,51,56,51,38,38,38,51,69,68,35,75,70,86,71,63,66,86,84,79,89,68,84,71,34,67,40,65,47,19,72,75,69,69,16,40,32,9,16,10,14,7,V
201,77,201,71,71,71,69,68,68,68,69,67,67,67,70,70,70,70,70,75,74,74,74,75,75,75,75,75,75,78,71,80,74,68,63,45,55,73,74,69,76,66,67,57,72,80,85,79,66,69,75,67,55,59,71,75,78,77,12,8,9,10,11,B
202,77,202,55,55,55,57,56,56,56,57,58,58,58,60,62,62,62,60,68,71,71,71,68,70,76,76,76,70,47,39,71,72,21,59,32,28,66,64,73,85,61,67,62,44,86,61,88,24,81,75,35,56,39,68,68,84,75,6,7,8,15,9,B
203,77,203,75,75,75,68,71,71,71,68,68,68,68,67,62,62,62,67,45,46,46,46,45,41,42,42,42,41,60,78,81,66,76,69,72,71,59,72,53,62,47,74,34,83,76,63,86,72,75,10,78,68,61,83,13,18,10,12,7,10,8,16,N
204,77,204,71,71,71,76,75,75,75,76,75,75,75,75,68,68,68,75,60,54,54,54,60,56,46,46,46,56,77,65,54,74,70,79,74,60,64,77,79,83,83,77,75,74,69,64,56,70,58,29,79,77,63,65,28,26,54,14,13,8,8,7,V
205,77,205,64,64,64,67,66,66,66,67,66,66,66,68,68,68,68,68,75,72,72,72,75,75,74,74,74,75,78,42,75,76,42,68,72,67,61,76,69,75,72,77,66,69,69,74,66,57,69,78,60,56,45,67,70,76,80,12,13,10,16,13,B
206,77,206,74,74,74,74,75,75,75,74,75,75,75,74,76,76,76,74,73,74,74,74,73,72,71,71,71,72,75,70,66,78,75,77,79,70,74,78,59,65,68,79,68,86,59,77,67,80,78,69,77,77,68,79,78,70,69,13,7,11,6,14,V
207,77,207,52,52,52,49,52,52,52,49,54,54,54,53,62,62,62,53,66,72,72,72,66,68,75,75,75,68,35,35,81,79,13,38,28,35,60,70,41,63,32,72,33,48,70,71,78,27,79,75,32,54,37,65,65,81,78,11,8,11,8,13,B
208,77,208,76,76,76,70,74,74,74,70,71,71,71,69,64,64,64,69,54,54,54,54,54,52,53,53,53,52,46,79,81,68,77,73,68,35,44,77,67,68,60,75,68,77,80,74,82,67,66,27,80,70,68,77,45,37,29,11,14,8,15,11,N
209,77,209,71,71,71,76,75,75,75,76,75,75,75,75,70,70,70,75,60,59,59,59,60,57,50,50,50,57,75,75,53,76,59,79,77,72,72,78,79,72,80,75,82,80,63,72,34,75,80,34,73,73,66,67,63,35,27,8,6,6,16,14,V
210,77,210,66,66,66,76,74,74,74,76,76,76,76,75,69,69,69,75,56,51,51,51,56,52,37,37,37,52,74,62,36,74,61,79,83,76,73,79,91,85,90,74,94,69,58,63,30,78,30,25,69,77,71,71,35,31,18,15,16,16,9,13,V
211,77,211,55,55,55,54,53,53,53,54,55,55,55,56,61,61,61,56,68,72,72,72,68,69,76,76,76,69,61,41,68,68,45,57,36,41,68,60,49,63,54,69,34,75,76,67,90,57,86,77,22,52,45,73,77,79,75,15,16,10,15,6,B
